2,1,0
-0.268280093434,0.0488093236249,-0.346389183379,0.889105478413,0.0622591055183,-0.874226711662,0.48614187174,-0.114147436106,
-0.0182800934335,0.398809323625,0.653610816621,0.689105478413,-0.137740894482,0.625773288338,-0.31385812826,0.0858525638944,-0.107584297819,-0.101532623728,-0.0973029356057,-0.891909880756,-0.486599803752,0.318398818154,0.523594941413,0.728777635568,1.1339070916,-0.560929924509,0.194230891893,-0.050617391406,0.554540016757,-0.240302923867,-0.785147419772,-0.229990949572,1.17516546469,-0.0196783868562,-0.414522074416,-0.0093657709136,0.745790487163,-0.599053226927,0.506103057562,0.211259334288,
