4,2,1
0.0408584439241,1.29559019176,0.205524154229,0.163606799771,0.279664028335,-0.516398183429,-0.22432765765,-0.769206479206,
1.09085844392,0.095590191757,0.605524154229,-0.603059866896,-0.620335971665,-1.14973151676,-2.35766099098,-1.76920647921,-1.50497923716,-1.8308362153,-1.87606155199,-1.93005753584,-3.19958612735,-4.02667909041,-3.16602233341,-2.66560788704,-3.3772811408,-3.899497481,-5.03303584712,-5.37743097204,-5.93310280411,-6.09977338973,-7.27758946332,-7.66644246541,-7.66641752748,-10.9774642295,-7.69961324368,-8.73284084596,-8.37716337229,-10.4825711575,-9.29907080466,-9.50999077445,
