6,0,0
0.162351987135,0.759128385223,-0.779477408604,-0.378133896541,-0.521225638708,0.409024772441,-0.220216869232,2.13953708276,
0.762351987135,0.809128385223,2.4705225914,1.62186610346,0.678774361292,-1.45764189423,0.713116464101,-0.360462917236,0.435748378648,0.748093273005,0.187417363358,0.890179940759,-0.466078398337,0.954378846629,0.566274341166,0.356794292621,-2.35816715164,0.53545980354,0.638430185772,0.342669452994,0.142205141229,-1.11149409044,-2.06427158805,-0.664445984069,1.13661116992,-2.86303312869,0.736248773782,0.135348037432,0.135011554919,-0.264824374895,-2.53131912032,-0.464745734712,
