0,2,0
0.363636363636,-0.509090909091,-0.268181818182,0.336363636364,0.254545454545,-0.163636363636,
0.763636363636,-0.109090909091,-1.01818181818,-0.363636363636,-0.345454545455,-1.31363636364,-0.418181818182,-0.609090909091,-1.43636363636,-2.55,-2.7,-2.9696969697,-3.10909090909,-3.61818181818,-4.16363636364,-4.94545454545,-5.11363636364,-5.26818181818,-6.70909090909,-6.93636363636,-8.4,-9.2,-10.0363636364,-10.9090909091,
