6,0,2
0.68615753705,0.0125266993891,-0.494540704443,-0.256123029382,-0.24147182686,0.731909297659,-0.246745403273,0.0119208125756,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
