2,2,0
0.626639706385,0.254995791762,-0.101958247705,-0.246682456438,0.0180871805558,-0.104134409034,0.1844266781,0.0344882874502,0.396243203771,-0.14743433844,
-1.17336029362,0.354995791762,-0.351958247705,0.153317543562,0.268087180556,-3.15413440903,-2.4155733219,-2.96551171255,-1.2704234629,-0.980767671773,-0.546189676945,-0.000176358013846,0.357278225194,0.326228136318,1.10662048847,1.49848376849,1.70181186058,2.11659942523,2.14285383266,2.88057026081,2.42975035924,2.64039445706,2.91250160584,3.44607256511,3.94110699255,4.0476049135,4.36556643718,5.19499145157,4.43588001905,5.38823212476,5.95204775839,5.72732693535,7.01406964522,7.11227589177,7.52194567552,7.94307899452,8.37567585039,8.81973624237,9.27526017055,9.74224763514,
