predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-03-26,AS14.17,2014-03-25-2014-03-25,7.2,7.5,0.5,1.0,0.06202266865015755,0.04048746527345093,0.0149196412037037,0.003117152777777777,0.015902152777777782,0.0,0.0,0.020736701388888883,0.0016109490740740743
2014-03-27,AS14.17,2014-03-26-2014-03-26,7.2,7.2,0.2,0.8,0.06853709704220674,0.08194005788752333,0.01975685185185186,0.0,0.0170044212962963,0.0,0.2,0.035532893518518516,0.00798645833333333
2014-03-28,AS14.17,2014-03-27-2014-03-27,7.2,7.2,0.4,0.6,0.0906331678707439,0.06742050927546288,0.0565989699074074,0.0,0.01736701388888889,0.003045914351851852,0.0,0.023569375,0.007684965277777779
2014-03-29,AS14.17,2014-03-28-2014-03-28,6.8,7.2,0.6,1.0,0.2510368299862318,0.10914601852772404,0.04564177083333332,0.0003486226851851852,0.013442245370370372,0.0038188657407407407,0.1,0.009155254629629628,0.004358333333333336
2014-03-30,AS14.17,2014-03-29-2014-03-29,8.0,6.8,0.6,0.6,0.2092882156846513,0.06646560187141101,0.01627094907407407,0.0,0.029318171296296294,0.0022621180555555554,0.9,0.01944840277777777,0.006849074074074072
2014-03-31,AS14.17,2014-03-30-2014-03-30,7.25,8.0,1.0,1.0,0.008333333333333333,0.006846458329646679,0.003552673611111112,0.0,0.001301886574074074,0.000691724537037037,0.0,0.0,0.0013036342592592592
2014-04-01,AS14.17,2014-03-31-2014-03-31,7.4,7.25,0.5,1.0,0.09798605176533888,0.06754253473822715,0.017617372685185182,0.0,0.03206252314814815,0.09484498842592592,0.0,0.01078800925925926,0.0074271643518518515
2014-04-02,AS14.17,2014-04-01-2014-04-01,7.5,7.4,0.6,1.0,0.14677639218080402,0.0652824768644792,0.04668606481481481,0.009140393518518518,0.012881759259259258,0.0015946875,0.6,0.02443444444444444,0.01228855324074074
2014-04-03,AS14.17,2014-04-02-2014-04-02,7.2,7.5,0.25,0.75,0.09017666475035048,0.0856684722171889,0.00910155092592593,0.0019304861111111113,0.016893495370370368,0.0017425231481481476,0.1,0.01988516203703704,0.013875497685185178
2014-04-04,AS14.17,2014-04-03-2014-04-03,7.0,7.2,0.2,1.0,0.12420343137254902,0.08676956019743721,0.02756422453703704,0.0004194791666666667,0.01678246527777778,0.0014860879629629634,0.2,0.026677546296296296,0.0166886574074074
2014-04-05,AS14.17,2014-04-04-2014-04-04,7.0,7.0,-0.6,0.8,0.15983601774042955,0.052642025483979116,0.008255497685185185,0.0007761458333333334,0.013347476851851852,0.0,0.2,0.021933483796296296,0.0030878819444444447
2014-04-06,AS14.17,2014-04-05-2014-04-05,7.25,7.0,0.2,1.0,0.1891397978683,0.04922171297172704,0.02098071759259259,0.0,0.004618703703703704,0.0001833680555555556,0.6,0.009010555555555556,0.0028124652777777783
2014-04-07,AS14.17,2014-04-06-2014-04-06,7.0,7.25,0.25,1.25,0.03688805922779405,0.04350824073508936,0.007760567129629629,0.0,0.006228819444444444,0.0,0.1,0.021107233796296296,0.001710636574074074
2014-04-08,AS14.17,2014-04-07-2014-04-07,7.0,7.0,1.0,1.0,0.04899951284861772,0.10015244213519267,0.01082885416666667,0.0,0.014245300925925929,0.0,0.0,0.013482314814814815,0.0019347453703703692
2014-04-09,AS14.17,2014-04-08-2014-04-08,7.0,7.0,0.4,1.0,0.026065395166330985,0.122619143511962,0.03522125,0.01047474537037037,0.016129328703703698,0.003272060185185185,0.4,0.027460798611111108,0.028647650462962963
2014-04-10,AS14.17,2014-04-09-2014-04-09,6.75,7.0,0.25,1.0,0.10923143184508,0.07771612268079213,0.019838125,0.004377337962962963,0.009413819444444442,0.0030761342592592602,0.0,0.0504510300925926,0.006633946759259257
