predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,weather,gsm,amusement,system
2014-04-12,AS14.30,2014-04-11-2014-04-11,7.8,7.666666666666668,-0.6666666666666666,0.6666666666666666,0.14675981409891745,0.2243277083282117,0.11562094907407405,0.00035776620370370373,0.0,0.02137505787037037,0.0,9.296296296296296e-05,0.26666666666666666,0.0642518287037037,0.02589425925925926
2014-04-13,AS14.30,2014-04-12-2014-04-12,7.2,7.8,-1.0,1.2,0.06133414489008874,0.1363332986224581,0.0373540162037037,0.0,0.0,0.020689074074074068,0.0,0.0,0.0,0.06502780092592593,0.012749699074074076
2014-04-14,AS14.30,2014-04-13-2014-04-13,7.75,7.2,-1.6,1.0,0.07888284344373224,0.11706379628843727,0.0217863425925926,0.0002790162037037037,0.0005472453703703705,0.01790438657407408,0.0,0.0,0.06666666666666668,0.06488835648148147,0.011029050925925923
2014-04-15,AS14.30,2014-04-14-2014-04-14,7.6,7.75,-0.25,1.0,0.17082034310244307,0.14061730324394173,0.06817805555555552,0.0,0.0,0.01858857638888889,0.0,0.0,0.0,0.03786782407407408,0.01423968750000001
2014-04-16,AS14.30,2014-04-15-2014-04-15,8.4,7.6,-1.4,1.0,0.12232731674948595,0.1790673611009563,0.08541737268518522,0.0008962731481481479,0.0012583449074074075,0.01941366898148148,0.000593900462962963,0.0,0.26666666666666666,0.038557986111111116,0.02049042824074073
2014-04-26,AS14.30,2014-04-25-2014-04-25,7.8,7.5,-1.0,1.0,0.14113887003386047,0.16358266205423394,0.04394652777777778,0.0,0.0,0.015063287037037031,0.0015123148148148144,0.0,0.0,0.0712902199074074,0.02587554398148148
2014-04-27,AS14.30,2014-04-26-2014-04-26,7.8,7.8,-1.2,1.0,0.34510378510378514,0.1468090162122692,0.046170462962962976,0.0,0.00012769675925925926,0.017571319444444445,0.0,8.131944444444445e-05,0.13333333333333333,0.047325787037037034,0.20991486111111124
2014-04-28,AS14.30,2014-04-27-2014-04-27,8.0,7.8,-1.0,1.0,0.12608118646519642,0.14131966435246998,0.02038443287037037,0.0,0.0,0.01107065972222222,0.0,0.0002665856481481481,0.06666666666666668,0.06718287037037035,0.015740208333333342
2014-04-29,AS14.30,2014-04-28-2014-04-28,8.0,8.0,-1.0,1.0,0.2036759696652048,0.1518098148013707,0.03262938657407408,0.002395960648148148,6e-05,0.025912199074074084,0.0008957870370370371,0.0,0.26666666666666666,0.06252605324074073,0.04386797453703705
2014-04-30,AS14.30,2014-04-29-2014-04-29,7.8,8.0,-1.0,1.0,0.1709965409605352,0.17012347221098578,0.07998780092592593,0.0004889583333333333,0.0,0.01420165509259259,0.0015009143518518518,0.0,0.06666666666666668,0.036680925925925936,0.025823252314814825
2014-05-01,AS14.30,2014-04-30-2014-04-30,8.2,7.8,-1.2,1.0,0.16108352027217282,0.15174152778806507,0.0586314236111111,0.0,5.811342592592593e-05,0.02108641203703704,0.0016511111111111112,0.0,0.4,0.031878032407407414,0.05849243055555552
2014-05-02,AS14.30,2014-05-01-2014-05-01,8.0,8.2,-1.0,1.0,0.16309989065219965,0.19157422454820736,0.07099767361111109,0.0,0.0,0.01814255787037037,0.0027737847222222213,0.0,0.2,0.04187005787037036,0.028450671296296286
2014-05-03,AS14.30,2014-05-02-2014-05-02,7.8,8.0,-1.0,1.0,0.13587670842449234,0.1999723032310052,0.07622708333333335,0.001527789351851852,0.0,0.02011532407407408,0.0019892708333333338,0.0,0.13333333333333333,0.08407341435185184,0.016539236111111102
2014-05-04,AS14.30,2014-05-03-2014-05-03,7.8,7.8,-1.2,1.0,0.1819733305036785,0.06356502314684566,0.012213472222222221,0.0,0.0,0.013262662037037036,0.0,0.0,0.2,0.03231950231481481,0.004779212962962963
