Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-03-30,7.5,-0.5,0.75,0.049092970521542004,4523.214000940327,0.0,0.0,414.365,1298.505,1535.6770000000001,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0
2014-03-31,7.4,0.0,0.6,0.07050548088338955,11836.834000349041,6.0,0.0,2961.405000000001,5332.637,1758.92,41.255,51.176,0.0,268.55400000000003,1350.6549999999995,183.38100000000003,29.29,210.30500000000004,0.0
2014-04-01,6.0,0.2,0.0,0.118443242712736,17173.906002044678,1.0,0.0,1385.5170000000005,6095.526000000003,1030.637,547.826,234.741,92.388,121.19,5040.067000000002,1614.621,0.0,517.636,0.0
2014-04-02,6.5,0.3333333333333333,0.6666666666666666,0.10191661063822344,21358.510999917988,4.0,0.0,3614.349,6920.155999999997,1343.3759999999995,247.777,0.0,90.48100000000001,541.5409999999998,3428.7920000000013,0.0,0.0,341.371,0.0
2014-04-03,6.4,-1.2,0.0,0.04923847270844107,21401.835000753403,4.0,0.0,2321.464000000001,14438.081999999995,1293.631,76.234,0.0,0.0,213.90200000000002,3154.2410000000013,19.082,0.0,182.772,0.0
2014-04-04,6.2,0.2,0.4,0.12668931120732582,12379.411000013357,2.0,1.0,1957.829,5481.6280000000015,1545.227,0.0,0.0,0.0,176.80100000000004,2086.197,158.241,0.0,128.692,0.0
2014-04-05,6.8,-0.4,0.6,0.11900230220344547,3340.4309999942784,0.0,0.0,15159.189999999993,1885.4089999999999,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0
2014-04-06,6.5,-0.75,0.5,0.06440779944246812,7467.3219997882825,4.0,0.0,4548.662,3355.7430000000013,187.21400000000003,0.0,114.406,0.0,119.12,321.45999999999987,0.0,0.0,46.249,0.0
2014-04-07,6.5,-0.6666666666666666,0.25,0.050670621174317886,9846.38099980354,1.0,0.0,927.3769999999997,7355.015000000001,447.121,46.128,0.0,17.107,170.34799999999996,1475.418,60.247,0.0,205.81100000000004,0.0
2014-04-08,6.6,-0.4,0.3333333333333333,0.07532705826134849,15101.132001876831,1.0,0.0,892.6889999999997,9477.553,3466.4789999999994,19.131,0.0,0.0,209.51399999999995,2655.121,0.0,0.0,36.143,0.0
