,Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
7,2014-03-29,7.25,0.25,1.5,0.3971758776890901,10590.769999980928,0.0,0.0,1619.4679999999996,4979.601000000003,692.3729999999997,0,3467.0180000000005,0.0,122.693,97.176,56.117,124.06900000000002,0.0,0
8,2014-03-30,7.0,0.0,1.2,0.4181943516042781,7674.735999107361,1.0,0.0,782.5049999999999,2910.908,2285.785,0,663.5580000000001,0.0,210.147,522.7040000000002,0.0,272.746,48.303999999999995,0
9,2014-03-31,7.5,-0.25,1.5,0.383014657192235,15913.595998764033,1.0,0.0,2354.496,8950.416999999996,3680.2470000000003,0,675.346,0.0,96.98899999999999,277.922,34.179,7.025,0.0,0
10,2014-04-01,7.5,0.0,2.0,0.5112974987974988,9203.440999031065,0.0,0.0,1097.685,6127.288000000005,716.3050000000003,0,126.497,141.805,35.653,201.21000000000004,359.536,407.95700000000005,35.176,0
11,2014-04-02,7.0,0.5,1.0,0.4693480702055397,11304.200000286104,3.0,1.0,1484.9210000000005,4949.537999999999,3291.494,0,244.258,0.0,90.07,34.518,1204.9620000000002,38.475,22.09,0
12,2014-04-03,7.0,0.5,1.0,0.3605606998977928,14539.905001163484,1.0,0.0,2095.516,6108.804000000003,5385.856,0,633.2760000000002,0.0,70.19000000000001,50.619,153.237,138.92,4.011,0
13,2014-04-04,7.0,1.0,1.0,0.5438427062553628,11953.04599952698,1.0,1.0,1311.7930000000003,8742.767,1668.727,0,101.021,0.0,9.152000000000001,28.116,55.262,0.0,0.0,0
14,2014-04-05,6.5,0.75,1.0,0.3916318101453476,6510.458999395371,1.0,0.0,493.63599999999997,5175.979999999999,298.165,0,422.999,0.0,170.357,0.0,0.0,13.523,0.0,0
15,2014-04-06,7.0,0.0,0.6,0.3032808556039441,13406.313003063204,5.0,0.0,910.8159999999997,8068.376999999998,4011.5229999999997,0,37.627,0.0,71.52000000000002,199.814,71.76900000000002,35.299,0.0,0
16,2014-04-07,5.75,-0.25,0.25,0.38230822634774103,10270.581999778748,2.0,1.0,1382.885,5334.361999999998,2797.851,0,0.0,0.0,51.225,258.091,667.904,135.523,0.0,0
17,2014-04-08,6.6,0.2,0.6,0.2301178804855276,14280.335999727244,0.0,0.0,1037.2269999999996,4676.165000000001,752.6189999999997,0,79.64099999999998,0.0,103.98700000000001,770.5669999999999,127.947,63.865,29.157,0
18,2014-04-09,7.2,-0.4,1.2,0.3817342913496761,9193.630001068117,0.0,0.0,326.126,7386.368000000002,1175.57,0,115.42200000000001,0.0,99.89399999999998,89.01299999999998,0.0,0.0,0.0,0
19,2014-04-10,7.0,0.0,0.8,0.28412621329988913,22168.902000427242,0.0,1.0,1651.3680000000006,5707.486,555.1619999999998,0,12996.495000000004,0.0,200.458,668.6260000000002,0.0,0.0,2.006,0
20,2014-04-11,7.0,0.4,1.0,0.34538736402324105,11599.447999715809,4.0,0.0,831.416,9208.996,0.0,0,724.5960000000001,0.0,147.04000000000005,24.366999999999997,817.5950000000001,72.438,0.0,0
21,2014-04-12,7.75,-0.25,1.0,0.3283472785449071,6615.891999483104,0.0,0.0,210.005,3272.365000000001,1705.2680000000007,0,602.51,0.0,167.09699999999995,142.86499999999995,136.50000000000003,300.455,0.0,0
22,2014-04-13,7.2,0.6,1.0,0.3625992063492064,7623.857996940614,1.0,0.0,514.242,4048.432,2732.627,0,18.832,0.0,145.47799999999995,10.827,0.0,146.002,0.0,0
