,Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
1,2014-03-22,6.6,-1.4,0.4,0.086579268612413,4756.049000501637,7.0,0.0,3243.8109999999997,1842.907999999999,0.0,0,0.0,0,480.03,71.613,0.0,0.0,0.0,0
2,2014-03-23,7.0,-0.8,0.8,0.029460438699569155,996.3209986686708,4.0,0.0,572.4590000000002,252.169,0.0,0,0.0,0,104.04200000000002,67.619,0.0,0.0,0.0,0
3,2014-03-24,6.0,-0.4,0.4,0.1138894460613641,2143.2990009784703,5.0,0.0,384.557,3434.4439999999995,26.125,0,0.0,0,53.41100000000001,0.0,0.0,0.0,0.0,0
4,2014-03-25,5.5,-1.25,0.25,0.11325160672351993,4789.015998840334,12.0,0.0,1052.3409999999997,3930.737,0.0,0,0.0,0,54.303,0.0,0.0,0.0,0.0,0
5,2014-03-26,6.0,-0.6,0.4,0.10891482612696544,4413.397999525071,6.0,0.0,911.1129999999997,3308.5470000000005,0.0,0,0.0,0,49.532,139.74599999999998,0.0,2.006,0.0,0
6,2014-03-27,6.6,0.0,0.6,0.13220460848007368,3595.4649984836583,7.0,1.0,880.1670000000003,2165.117,242.518,0,0.0,0,47.601000000000006,190.399,0.0,66.857,0.0,0
7,2014-03-28,6.6,-0.6,1.2,0.14887226502146786,2731.158999204635,8.0,1.0,851.3709999999996,1221.546,562.8489999999998,0,0.0,0,63.667,26.28,0.0,4.0470000000000015,0.0,0
8,2014-03-29,7.4,0.2,1.2,0.13795426002920014,1752.946999788284,10.0,2.0,608.323,962.6,85.27600000000002,0,0.0,0,95.584,0.0,0.0,0.0,0.0,0
9,2014-03-30,7.0,-0.4,0.8,0.06452367036820571,1024.7169997692104,5.0,0.0,2877.9179999999988,690.436,0.0,0,0.0,0,50.268,0.0,0.0,0.0,0.0,0
19,2014-04-09,7.2,-0.4,0.8,0.11756512889589064,3051.982001543045,8.0,1.0,522.5149999999999,2467.106,0.0,0,0.0,0,60.629,0.0,0.0,0.0,0.0,0
20,2014-04-10,6.75,-0.5,0.75,0.07280121100164204,1047.3950006961825,4.0,0.0,3206.8059999999996,431.114,0.0,0,0.0,0,32.28100000000001,67.61399999999999,0.0,0.0,0.0,0
21,2014-04-11,6.8,-0.6,1.0,0.1110938994618982,2774.8020012378693,6.0,0.0,1001.966,1665.2379999999994,0.0,0,0.0,0,42.442,61.462,0.0,0.0,0.0,0
22,2014-04-12,7.2,0.2,0.8,0.06605497341205051,1843.591999769212,6.0,0.0,728.336,978.22,0.0,0,0.0,0,45.462,389.025,0.0,0.0,0.0,0
23,2014-04-13,7.2,-0.6,1.0,0.11367449436267445,1506.4069986343384,6.0,0.0,336.936,879.515,0.0,0,0.0,0,61.584,226.876,0.0,0.0,0.0,0
24,2014-04-14,7.0,0.4,0.8,0.14592902118511944,5001.9649991989145,15.0,0.0,2974.4809999999993,3767.26,0.0,0,0.0,0,68.638,208.525,0.0,42.282,0.0,0
25,2014-04-15,6.4,-1.0,1.0,0.130765639589169,4282.645000696184,4.0,0.0,735.2719999999997,3403.352000000001,0.0,0,0.0,0,113.346,19.202,0.0,12.671,0.0,0
26,2014-04-16,6.8,-0.6,1.0,0.07721354166666666,1871.9100003242486,4.0,1.0,218.15699999999995,7165.154,0.0,0,0.0,0,57.332,354.7290000000001,0.0,0.0,0.0,0
27,2014-04-17,6.8,-0.8,1.0,0.1014676704014939,4765.971998453143,1.0,0.0,167.76599999999996,5377.6309999999985,0.0,0,0.0,0,47.52,97.94700000000002,0.0,0.0,0.0,0
28,2014-04-18,6.8,-1.0,1.0,0.06493055555555556,3308.503000020981,3.0,1.0,148.654,3381.7379999999994,0.0,0,229.132,0,43.347,0.0,0.0,0.0,0.0,0
29,2014-04-19,6.8,-0.4,0.8,0.11031735913804183,1113.872999668121,6.0,0.0,285.44499999999994,762.97,0.0,0,0.0,0,56.542,323.90400000000005,0.0,8.679,0.0,0
30,2014-04-20,7.6,0.2,1.2,0.10195700631156768,1732.9319996833804,4.0,0.0,917.671,697.55,0.0,0,0.0,0,41.69800000000001,76.214,0.0,0.0,0.0,0
31,2014-04-21,6.4,-0.2,1.0,0.13346984280942722,1736.3480000495902,6.0,0.0,471.078,1139.5699999999995,0.0,0,0.0,0,47.591,30073.421000000002,0.0,0.0,0.0,0
32,2014-04-22,6.8,0.6,1.2,0.13701083958092172,4882.677999734879,7.0,0.0,619.4410000000003,4304.149000000001,0.0,0,0.0,0,50.736,25.469,0.0,0.0,0.0,0
33,2014-04-23,6.0,-1.0,1.0,0.11064682679520277,3101.1779999732985,4.0,1.0,357.81699999999995,3800.127,0.0,0,0.0,0,56.45,193.167,0.0,0.0,0.0,0
34,2014-04-24,6.6,-0.6,0.8,0.1056023849974434,2965.602000713348,5.0,0.0,382.3229999999999,2393.101000000001,0.0,0,0.0,0,188.1,0.0,0.0,0.0,0.0,0
35,2014-04-25,7.25,-0.75,0.75,0.07677511149518856,2672.424998760224,6.0,0.0,951.5989999999999,2386.683000000001,546.49,0,0.0,0,43.169,258.757,0.0,0.0,3.653,0
