Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-04-06,6.6,0.0,0.2,0.16746382304680313,7647.479999542233,1.0,1.0,1924.4170000000006,842.5269999999997,145.759,54.045,0,0.0,46.383,17.041,0.0,0.0,40.253,0
2014-04-07,6.6,0.2,0.2,0.14697043087965836,5538.4240005016345,1.0,2.0,880.1839999999999,834.1930000000001,44.18899999999999,36.157,0,0.0,11.035,60.23,0.0,0.0,0.0,0
2014-04-08,7.0,0.6,0.6,0.1430965546015584,3232.7069988250732,1.0,0.0,1419.496,936.97,287.216,64.352,0,24.468000000000004,253.56099999999998,308.82599999999996,0.0,0.0,117.86999999999998,0
2014-04-09,7.0,0.2,0.6,0.2196603781442613,3999.7529993057256,1.0,0.0,1222.3209999999992,2335.382,237.662,27.095,0,12.306,71.124,229.701,0.0,0.0,63.32899999999999,0
2014-04-10,7.2,0.4,0.6,0.20133600688258,13377.150998592373,2.0,3.0,2224.876,4567.727999999997,159.04399999999995,0.0,0,71.53399999999998,62.44,304.783,0.0,0.0,398.533,0
2014-04-11,7.8,0.6,1.2,0.2724467417320533,13752.386998891829,10.0,2.0,6474.308000000001,5472.479,161.515,158.53599999999997,0,191.393,87.55699999999999,321.426,0.0,0.0,946.175,0
2014-04-18,6.8,0.2,0.8,0.08391203703703702,10604.00599932671,4.0,0.0,19572.727000000006,3323.0919999999987,1969.019,0.0,0,0.0,139.957,225.16600000000003,0.0,0.0,8.041,0
2014-04-19,7.8,0.8,1.2,0.4626559157521546,2350.1440005302425,4.0,0.0,1036.5410000000004,1437.411,24.328000000000007,0.0,0,0.0,45.62600000000001,8.027999999999999,0.0,0.0,79.219,0
2014-04-20,8.0,1.2,1.6,0.4026460998855776,5678.742000579837,0.0,0.0,2010.9270000000006,2951.177999999999,117.87299999999999,0.0,0,90.509,54.423,146.04500000000004,142.96,0.0,248.96,0
2014-04-21,6.4,0.2,0.4,0.12294231059851525,8969.245000600815,1.0,2.0,4602.268000000005,2636.605,811.63,74.317,0,265.72799999999995,333.349,187.171,0.0,0.0,115.119,0
2014-04-22,7.0,0.0,1.0,0.14306033075740893,9638.796999454502,0.0,4.0,1185.2289999999996,2350.239,279.4729999999999,0.0,0,8.107999999999999,337.997,335.54600000000005,0.0,0.0,1202.8869999999995,0
2014-04-23,7.0,0.8,1.0,0.14131944444444447,6571.559000730514,1.0,0.0,2247.9840000000013,3137.5019999999986,54.85,246.39,0,459.70500000000015,65.87899999999999,37.094,0.0,0.0,1055.7,0
2014-04-24,6.5,0.25,0.75,0.14166666666666666,5700.5130002498645,1.0,0.0,1442.6449999999998,3204.454000000001,159.756,32.102,0,4.008,43.305,20.057,190.698,0.0,560.014,0
2014-04-25,7.0,1.0,1.0,0.2280129928315412,7996.895000219344,11.0,0.0,4673.440999999998,3241.755999999999,627.4470000000001,0.0,0,0.0,205.656,68.251,202.602,0.0,213.105,0
2014-04-26,7.0,0.3333333333333333,1.0,0.4806468133230302,9394.792001485825,16.0,2.0,4263.612999999997,3626.216,56.575,85.333,0,4.0169999999999995,145.702,105.042,183.12599999999998,5.064,80.23199999999999,0
2014-04-27,7.4,1.0,1.2,0.08819444444444445,4124.311999559405,2.0,0.0,1294.16,1523.408,488.43600000000015,0.0,0,26.224,231.69000000000003,254.141,0.0,0.0,533.1179999999998,0
2014-04-28,6.8,0.8,0.8,0.12152777777777775,5360.359998464583,1.0,1.0,1576.4119999999998,1751.4189999999999,431.43,105.365,0,86.20799999999998,1330.8139999999996,25.435,0.0,0.0,256.995,0
2014-04-29,7.0,0.3333333333333333,1.0,0.11588613406795227,4310.028000354766,2.0,4.0,1327.8099999999995,2115.025999999999,357.106,124.053,0,19.066000000000006,337.95100000000014,194.576,0.0,0.0,105.522,0
2014-04-30,7.0,0.4,0.8,0.13729645593869724,6613.579000234608,1.0,0.0,1516.87,1393.0490000000002,199.235,0.0,0,172.75,534.4069999999998,136.04,47.282,0.0,2257.626,0
2014-05-01,7.0,0.8,1.0,0.044723573773501946,4077.7109999656677,0.0,3.0,1694.3860000000006,1682.5469999999998,191.667,39.131,0,19.341,44.523999999999994,15.63,0.0,0.0,293.9290000000001,0
2014-05-02,7.0,1.0,1.0,0.227085562427016,14021.190000057217,1.0,1.0,1813.5970000000002,2478.9120000000007,158.07399999999996,26.08,0,36.204,30.283,753.873,90.475,0.0,428.97900000000004,0
2014-05-03,7.4,1.0,1.2,0.0609000490065045,2061.5270001888325,0.0,0.0,446.26,419.201,0.0,0.0,0,2.112,267.295,53.183,0.0,0.0,1389.5160000000005,0
2014-05-04,7.2,0.8,1.0,0.006158092594224209,182.4570002555847,0.0,0.0,178.25,4.132,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2014-05-05,7.0,0.75,1.0,0.008328883576947324,321.9959998130798,0.0,0.0,69.075,0.0,0.0,0.0,0,0.0,14.034,0.0,0.0,0.0,0.0,0
