,Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
3,2014-03-27,7.0,0.25,0.25,0.13232860520094558,8167.157000541687,1.0,0.0,523.6959999999998,4045.84,2453.259,0,0.0,0.0,55.648,1081.538,0.0,0.0,0,0.0
4,2014-03-28,7.6,-0.2,0.8,0.17147079420003294,6928.638001918793,0.0,1.0,42.31100000000001,3588.191,1995.9960000000005,0,0.0,42.26300000000001,367.836,3417.103,80.015,0.0,0,0.0
5,2014-03-29,7.8,0.0,1.0,0.11158088235294117,3907.130999803545,0.0,0.0,32.411,1881.4830000000006,786.5549999999994,0,0.0,0.0,101.46700000000001,1257.5230000000004,0.0,0.0,0,0.0
6,2014-03-30,7.8,0.0,0.8,0.2112978524743232,8933.720999002453,1.0,4.0,1874.6639999999993,549.8459999999999,2057.889,0,2386.332000000001,0.0,44.39100000000001,2072.0940000000005,0.0,0.0,0,4.859
7,2014-03-31,7.0,-0.2,0.4,0.16060545689131744,7504.32200050354,1.0,0.0,2017.195,2061.095,2416.3319999999994,0,0.0,27.522,49.306,2699.895,0.0,0.0,0,0.0
8,2014-04-01,7.75,0.0,0.75,0.2258536234024724,8370.869999647139,3.0,0.0,1351.4839999999995,4034.7209999999995,775.5599999999997,0,866.915,0.0,56.761,2224.1190000000006,0.0,0.0,0,0.0
9,2014-04-02,6.8,-0.6,0.4,0.16255252100840334,9183.504000902176,4.0,0.0,597.655,4435.701999999998,1418.497,0,0.0,167.0,58.694,2845.7070000000012,22.122,0.0,0,0.0
10,2014-04-03,7.2,0.0,0.4,0.2095738980962975,7130.967000246046,2.0,0.0,509.24,3895.8750000000014,1316.6490000000006,0,9.027999999999999,0.0,54.772,1875.6380000000006,167.515,0.0,0,0.0
19,2014-04-12,8.2,0.4,1.0,0.2339122315592904,4206.082000732421,0.0,0.0,257.655,682.347,1565.4920000000006,0,371.671,0.0,90.893,1145.472,70.88699999999999,0.0,0,16.081
20,2014-04-13,6.5,-1.5,0.25,0.34474153297682714,7659.935000181199,2.0,0.0,1229.5830000000005,4051.383,710.2219999999995,0,0.0,0.0,55.635,2150.362,404.989,0.0,0,0.0
