predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-21,AS14.02,2014-03-19-2014-03-20,7.025,-0.04999999999999999,0.575,0.2773283585304952,7.5
2014-03-22,AS14.02,2014-03-20-2014-03-21,7.375,-0.625,0.75,0.2643264425552274,6.5
2014-03-23,AS14.02,2014-03-21-2014-03-22,7.0,-0.875,0.125,0.36783580586650444,6.25
2014-03-24,AS14.02,2014-03-22-2014-03-23,6.375,-1.0,-0.25,0.35787042193321683,6.4
2014-03-25,AS14.02,2014-03-23-2014-03-24,6.325,-0.4,-0.1,0.21291090976751614,7.75
2014-03-26,AS14.02,2014-03-24-2014-03-25,7.075,-0.525,0.275,0.1933191586789768,7.2
2014-03-27,AS14.02,2014-03-25-2014-03-26,7.475,-1.225,0.575,0.2622335586311479,7.25
2014-03-28,AS14.02,2014-03-26-2014-03-27,7.225,-0.6,0.45,0.26140123566399653,6.8
2014-03-29,AS14.02,2014-03-27-2014-03-28,7.025,-0.3,0.55,0.24522366850014526,7.25
2014-03-30,AS14.02,2014-03-28-2014-03-29,7.025,-0.675,0.425,0.3470338415692673,7.0
2014-03-31,AS14.02,2014-03-29-2014-03-30,7.125,-0.875,0.5,0.3371783319271815,7.2
2014-04-01,AS14.02,2014-03-30-2014-03-31,7.1,-0.9,0.575,0.1991301162291222,7.4
2014-04-02,AS14.02,2014-03-31-2014-04-01,7.300000000000001,-0.5,0.6000000000000001,0.20916672792666552,6.4
2014-04-03,AS14.02,2014-04-01-2014-04-02,6.9,-0.4,0.30000000000000004,0.29054054699434406,5.75
2014-04-04,AS14.02,2014-04-02-2014-04-03,6.075,-0.425,-0.1,0.320813200854811,6.4
2014-04-05,AS14.02,2014-04-03-2014-04-04,6.075,-0.725,0.1,0.27488809825947447,7.4
2014-04-12,AS14.02,2014-04-10-2014-04-11,6.875,-0.125,0.625,0.34261601557586496,6.0
2014-04-13,AS14.02,2014-04-11-2014-04-12,6.25,-1.25,-0.25,0.4013915803102398,7.2
2014-04-14,AS14.02,2014-04-12-2014-04-13,6.6,-1.3,-0.3,0.3340609257974214,8.0
2014-04-15,AS14.02,2014-04-13-2014-04-14,7.6,0.07500000000000001,0.7,0.23844708422746397,7.25
2014-04-16,AS14.02,2014-04-14-2014-04-15,7.625,0.125,0.75,0.1803514666754077,6.666666666666668
2014-04-17,AS14.02,2014-04-15-2014-04-16,6.958333333333334,-0.41666666666666663,0.41666666666666663,0.2634526182275204,6.5
