0,0,2
0.776561097334,0.694811131142,0.111205516653,-0.0887944833474,0.361205516653,0.861205516653,
1.37656109733,0.494811131142,-0.888794483347,-0.0887944833474,0.111205516653,-0.638794483347,0.511205516653,0.611205516653,0.111205516653,-0.638794483347,-0.388794483347,-0.222127816681,0.111205516653,0.611205516653,-0.0887944833474,-0.0887944833474,-0.0887944833474,-0.0887944833474,0.311205516653,-0.488794483347,-0.138794483347,0.611205516653,0.711205516653,0.511205516653,
