0,0,2
0.373882960026,0.690607384527,0.0493545488316,0.0493545488316,-0.750645451168,
1.07388296003,-1.30939261547,-0.550645451168,0.0493545488316,0.649354548832,0.249354548832,0.449354548832,0.0493545488316,-0.750645451168,-0.350645451168,-0.350645451168,0.0493545488316,0.449354548832,0.0493545488316,-0.117312117835,-0.200645451168,0.849354548832,0.0493545488316,0.0493545488316,0.549354548832,
