0,0,2
0.607799035478,-0.515503698392,0.658563327556,-1.34143667244,-0.391436672444,0.658563327556,0.858563327556,
1.30779903548,0.0844963016084,0.858563327556,-1.39143667244,0.458563327556,0.0585633275559,0.858563327556,0.658563327556,-0.141436672444,-0.141436672444,0.258563327556,0.658563327556,0.0585633275559,-0.341436672444,0.108563327556,-0.141436672444,0.858563327556,-0.141436672444,0.858563327556,0.108563327556,0.358563327556,-0.141436672444,-0.941436672444,-0.741436672444,-0.341436672444,0.258563327556,-0.341436672444,-0.141436672444,
