0,0,2
0.595833598297,1.16841329534,-0.285342812039,-0.785342812039,-0.535342812039,
0.945863669762,-0.0815584421725,-0.185342811086,-0.385342811086,-0.285342811086,0.414657188914,-0.285342811086,-0.535342811086,0.714657188914,0.0146571889135,0.214657188914,0.614657188914,0.414657188914,-0.785342811086,-0.585342811086,0.214657188914,-0.285342811086,-0.385342811086,0.414657188914,-0.11867614442,
