0,0,2
0.760208328256,-0.114791634132,0.0120833383725,-0.487916661628,
-0.0397916717437,-0.114791634132,0.0120833383725,0.0120833383725,0.262083338372,0.0120833383725,0.512083338372,0.512083338372,0.0120833383725,-1.23791666163,-0.387916661628,0.212083338372,0.0120833383725,0.0120833383725,0.762083338372,0.212083338372,
