0,0,2
-0.107780587248,0.897410250696,1.04887139245,-0.551128607546,0.0488713924545,0.0488713924545,
-0.307780593747,-0.302589754774,0.0488713867961,0.0488713867961,0.248871386796,0.848871386796,0.0488713867961,-0.151128613204,-0.751128613204,0.0488713867961,-0.201128613204,0.0488713867961,-0.451128613204,0.0488713867961,0.0488713867961,0.448871386796,-0.151128613204,0.0488713867961,0.0488713867961,0.0488713867961,0.0488713867961,0.448871386796,0.248871386796,0.0488713867961,
