0,0,2
1.04256807726,0.407019513411,-0.102720799009,-0.352720799009,0.997279200991,0.997279200991,0.397279200991,0.997279200991,-0.00272079900886,-0.202720799009,
-1.15743189804,-0.192980456473,0.397279226231,-0.202720773769,-0.0027207737693,-0.202720773769,0.597279226231,0.197279226231,0.597279226231,-0.102720773769,-0.269387440436,-0.352720773769,0.563945892897,0.197279226231,0.997279226231,0.597279226231,-0.0027207737693,0.397279226231,0.897279226231,0.797279226231,-0.0027207737693,-0.402720773769,-0.602720773769,1.19727922623,-0.202720773769,-0.202720773769,-0.602720773769,-1.00272077377,0.0639458928974,-0.269387440436,-0.602720773769,-0.602720773769,-0.802720773769,-0.852720773769,0.0639458928974,0.397279226231,0.597279226231,0.797279226231,0.197279226231,0.0639458928974,
