0,0,2
0.465915841849,0.419522214689,0.0904972505508,0.340497250551,0.540497250551,0.340497250551,0.340497250551,0.840497250551,-0.259502749449,0.340497250551,
-0.334113391306,1.16947857023,0.0904970649873,0.540497064987,0.590497064987,-2.90950293501,-2.25950293501,-2.90950293501,-1.32616960168,-1.15950293501,-0.859502935013,-0.459502935013,-0.259502935013,-0.459502935013,0.140497064987,0.340497064987,0.340497064987,0.540497064987,0.340497064987,0.840497064987,0.540497064987,-0.0595029350127,0.840497064987,0.540497064987,0.540497064987,0.540497064987,0.540497064987,0.540497064987,0.540497064987,0.540497064987,1.14049706499,0.740497064987,0.340497064987,0.140497064987,0.340497064987,0.140497064987,0.340497064987,0.0904970649873,0.340497064987,-0.326169601679,
