0,0,2
0.360026375599,-0.152598138331,0.02066015759,0.0873268242567,-0.17933984241,-0.57933984241,0.02066015759,0.42066015759,-0.32933984241,
0.360026384184,0.647401861868,0.220660150127,0.220660150127,0.670660150127,0.170660150127,0.420660150127,1.02066015013,0.820660150127,-0.179339849873,0.0206601501273,-0.179339849873,0.220660150127,0.220660150127,0.0206601501273,-0.779339849873,-0.179339849873,-0.179339849873,-0.0793398498727,0.220660150127,-0.0793398498727,-0.179339849873,0.0206601501273,-0.579339849873,-0.179339849873,-0.0793398498727,-0.0793398498727,0.0206601501273,-0.579339849873,-0.379339849873,-0.579339849873,-0.379339849873,0.0206601501273,0.170660150127,-0.179339849873,-0.329339849873,
