indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-03-28,AS14.14,2014-03-24-2014-03-27,6.4625,-0.6125,0.5125,0.09630227574768463,6.2,3.0
4,2014-03-29,AS14.14,2014-03-25-2014-03-28,6.3875,-0.4625,0.6,0.09326458053194965,8.0,4.0
5,2014-03-30,AS14.14,2014-03-26-2014-03-29,6.95,-0.4625,0.9125,0.11293927430717379,6.5,5.0
6,2014-03-31,AS14.14,2014-03-27-2014-03-30,6.825,-0.6625,0.9125,0.0812813894416785,6.75,6.0
7,2014-04-01,AS14.14,2014-03-28-2014-03-31,6.8625,-0.475,0.9,0.07285846693203124,6.2,7.0
8,2014-04-02,AS14.14,2014-03-29-2014-04-01,6.8625,-0.375,0.85,0.06843885892805593,7.0,8.0
9,2014-04-03,AS14.14,2014-03-30-2014-04-02,6.6125,-0.5625,0.7875,0.042900016974390595,7.333333333333332,9.0
10,2014-04-04,AS14.14,2014-03-31-2014-04-03,6.820833333333333,-0.4375,0.7875,0.05785883487622539,7.5,10.0
15,2014-04-09,AS14.14,2014-04-05-2014-04-08,7.15,-0.7500000000000001,0.8500000000000001,0.023528279234723885,8.0,15.0
16,2014-04-10,AS14.14,2014-04-06-2014-04-09,7.3,-0.26666666666666666,0.95,0.048630378690325334,6.666666666666668,16.0
17,2014-04-11,AS14.14,2014-04-07-2014-04-10,7.116666666666667,-0.1,0.95,0.05437927076127802,7.75,17.0
18,2014-04-12,AS14.14,2014-04-08-2014-04-11,7.304166666666667,0.2,0.95,0.058706920268107234,7.5,18.0
