indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
1,2014-03-25,AS14.30,2014-03-21-2014-03-24,7.75,-0.5000000000000001,1.05,0.17459562125928724,8.0,1.0
2,2014-03-26,AS14.30,2014-03-22-2014-03-25,7.8,-0.44999999999999996,1.0,0.15506745015897577,6.8,2.0
3,2014-03-27,AS14.30,2014-03-23-2014-03-26,7.6000000000000005,-0.2,0.9,0.1501000980350462,7.75,3.0
4,2014-03-28,AS14.30,2014-03-24-2014-03-27,7.5875,-0.2375,0.9,0.15981876863808045,7.8,4.0
5,2014-03-29,AS14.30,2014-03-25-2014-03-28,7.5875,-0.1875,0.9,0.18590212751726815,8.4,5.0
6,2014-03-30,AS14.30,2014-03-26-2014-03-29,7.6875,-0.4875,0.9,0.1854965250826777,7.6,6.0
7,2014-03-31,AS14.30,2014-03-27-2014-03-30,7.887500000000001,-0.8374999999999999,1.0,0.16342873223172494,7.6,7.0
8,2014-04-01,AS14.30,2014-03-28-2014-03-31,7.85,-0.8499999999999999,1.0,0.18202528591857758,7.8,8.0
9,2014-04-02,AS14.30,2014-03-29-2014-04-01,7.8500000000000005,-1.15,1.05,0.1592110136808535,7.6,9.0
10,2014-04-03,AS14.30,2014-03-30-2014-04-02,7.65,-0.9500000000000001,0.9500000000000001,0.16701601969610338,8.0,10.0
11,2014-04-04,AS14.30,2014-03-31-2014-04-03,7.75,-0.6,0.9500000000000001,0.17014671917445837,7.8,11.0
12,2014-04-05,AS14.30,2014-04-01-2014-04-04,7.8,-0.7,0.95,0.1471519204327691,8.0,12.0
13,2014-04-06,AS14.30,2014-04-02-2014-04-05,7.85,-0.6,0.9,0.1247517343185737,8.0,13.0
14,2014-04-07,AS14.30,2014-04-03-2014-04-06,7.95,-0.75,1.0,0.10657517678077819,7.6,14.0
15,2014-04-08,AS14.30,2014-04-04-2014-04-07,7.85,-0.8,1.0,0.10576999320183253,7.8,15.0
16,2014-04-09,AS14.30,2014-04-05-2014-04-08,7.8500000000000005,-0.65,1.0,0.1098905512647854,7.75,16.0
17,2014-04-10,AS14.30,2014-04-06-2014-04-09,7.7875,-0.575,1.0,0.13323713247886942,8.2,17.0
18,2014-04-11,AS14.30,2014-04-07-2014-04-10,7.8374999999999995,-0.525,1.0,0.14386590104667998,7.666666666666668,18.0
19,2014-04-12,AS14.30,2014-04-08-2014-04-11,7.854166666666667,-0.6916666666666667,0.9166666666666666,0.1500678158947742,7.8,19.0
20,2014-04-13,AS14.30,2014-04-09-2014-04-12,7.854166666666667,-0.7916666666666666,0.9666666666666666,0.1256457156574524,7.2,20.0
21,2014-04-14,AS14.30,2014-04-10-2014-04-13,7.716666666666667,-1.0666666666666667,0.9666666666666666,0.10513251114723045,7.75,21.0
22,2014-04-15,AS14.30,2014-04-11-2014-04-14,7.604166666666667,-0.8791666666666667,0.9666666666666667,0.11444928638379537,7.6,22.0
23,2014-04-16,AS14.30,2014-04-12-2014-04-15,7.5875,-1.0625,1.05,0.1083411620464375,8.4,23.0
33,2014-04-26,AS14.30,2014-04-22-2014-04-25,7.824999999999999,-1.1,1.1,0.12939906302560936,7.8,33.0
34,2014-04-27,AS14.30,2014-04-23-2014-04-26,7.7749999999999995,-1.2,1.05,0.17851645116747836,7.8,34.0
35,2014-04-28,AS14.30,2014-04-24-2014-04-27,7.825,-1.1,1.05,0.18663036791906426,8.0,35.0
36,2014-04-29,AS14.30,2014-04-25-2014-04-28,7.775,-1.05,1.0,0.20399995281701172,8.0,36.0
37,2014-04-30,AS14.30,2014-04-26-2014-04-29,7.9,-1.05,1.0,0.2114643705486804,7.8,37.0
38,2014-05-01,AS14.30,2014-04-27-2014-04-30,7.9,-1.05,1.0,0.16545930434077732,8.2,38.0
39,2014-05-02,AS14.30,2014-04-28-2014-05-01,8.0,-1.05,1.0,0.1747139803875281,8.0,39.0
40,2014-05-03,AS14.30,2014-04-29-2014-05-02,8.0,-1.05,1.0,0.15776416507735003,7.8,40.0
41,2014-05-04,AS14.30,2014-04-30-2014-05-03,7.95,-1.1,1.0,0.16050836246313582,7.8,41.0
