predict_day,user,window,mood,arousal,valence,activity,true_mood
2014-03-26,AS14.19,2014-03-22-2014-03-25,6.275,-0.9625,0.4625,0.08579519002421654,6.0
2014-03-27,AS14.19,2014-03-23-2014-03-26,6.125,-0.7625000000000001,0.4625,0.09137907940285465,6.6
2014-03-28,AS14.19,2014-03-24-2014-03-27,6.025,-0.5625,0.4125,0.11706512184798079,6.6
2014-03-29,AS14.19,2014-03-25-2014-03-28,6.175000000000001,-0.6125,0.6125,0.12581082658800674,7.4
2014-03-30,AS14.19,2014-03-26-2014-03-29,6.65,-0.25,0.8500000000000001,0.1319864899144268,7.0
2014-03-31,AS14.19,2014-03-27-2014-03-30,6.9,-0.2,0.95,0.12088870097473685,7.2
2014-04-01,AS14.19,2014-03-28-2014-03-31,7.05,-0.30000000000000004,1.05,0.12036779874202966,6.4
2014-04-02,AS14.19,2014-03-29-2014-04-01,7.0,-0.15000000000000002,0.8,0.11651643981016276,7.6
2014-04-03,AS14.19,2014-03-30-2014-04-02,7.050000000000001,-0.25,0.75,0.10131876351563127,6.6
2014-04-04,AS14.19,2014-03-31-2014-04-03,6.950000000000001,-0.15000000000000002,0.7000000000000001,0.10345713280499907,7.0
2014-04-05,AS14.19,2014-04-01-2014-04-04,6.9,-0.1,0.5499999999999999,0.11018217141044712,8.0
2014-04-06,AS14.19,2014-04-02-2014-04-05,7.3,-0.25,0.8,0.1108044055869593,7.25
2014-04-07,AS14.19,2014-04-03-2014-04-06,7.2125,-0.5125,0.8,0.11506954348273524,6.6
2014-04-08,AS14.19,2014-04-04-2014-04-07,7.2125,-0.7625,0.8,0.1426589888840001,6.8
2014-04-09,AS14.19,2014-04-05-2014-04-08,7.1625000000000005,-0.8125,0.9500000000000001,0.125669399855387,7.2
2014-04-10,AS14.19,2014-04-06-2014-04-09,6.9624999999999995,-0.7625,0.8500000000000001,0.12107174057934743,6.75
2014-04-11,AS14.19,2014-04-07-2014-04-10,6.8374999999999995,-0.575,0.7875000000000001,0.11571601672121348,6.8
2014-04-12,AS14.19,2014-04-08-2014-04-11,6.8875,-0.475,0.8875,0.0976307593040039,7.2
2014-04-13,AS14.19,2014-04-09-2014-04-12,6.9875,-0.325,0.8374999999999999,0.09187880319287035,7.2
2014-04-14,AS14.19,2014-04-10-2014-04-13,6.9875,-0.375,0.8875,0.0909061445595663,7.0
2014-04-15,AS14.19,2014-04-11-2014-04-14,7.05,-0.15,0.8999999999999999,0.10918809710543564,6.4
2014-04-16,AS14.19,2014-04-12-2014-04-15,6.949999999999999,-0.25,0.9,0.11410603213725334,6.8
2014-04-17,AS14.19,2014-04-13-2014-04-16,6.8500000000000005,-0.44999999999999996,0.95,0.11689567420090739,6.8
2014-04-18,AS14.19,2014-04-14-2014-04-17,6.75,-0.5,0.95,0.11384396821061225,6.8
2014-04-19,AS14.19,2014-04-15-2014-04-18,6.7,-0.8500000000000001,1.0,0.09359435180322127,6.8
2014-04-20,AS14.19,2014-04-16-2014-04-19,6.8,-0.7,0.95,0.08848228169043948,7.6
2014-04-21,AS14.19,2014-04-17-2014-04-20,7.0,-0.5,1.0,0.09466814785166475,6.4
2014-04-22,AS14.19,2014-04-18-2014-04-21,6.9,-0.35,1.0,0.10266869095364808,6.8
2014-04-23,AS14.19,2014-04-19-2014-04-22,6.8999999999999995,0.04999999999999999,1.05,0.12068876195998962,6.0
2014-04-24,AS14.19,2014-04-20-2014-04-23,6.7,-0.1,1.1,0.12077112887427985,6.6
2014-04-25,AS14.19,2014-04-21-2014-04-24,6.449999999999999,-0.30000000000000004,1.0,0.12168247354574878,7.25
2014-04-26,AS14.19,2014-04-22-2014-04-25,6.6625,-0.4375,0.9375,0.1075087907171891,7.75
