indexje,predict_day,user,window,mood,arousal,valence,activity,true_mood,indexje
3,2014-03-29,AS14.23,2014-03-25-2014-03-28,6.8,0.175,1.075,0.3604083571173295,7.25,3.0
4,2014-03-30,AS14.23,2014-03-26-2014-03-29,7.0625,0.3375,1.3,0.39096381371814193,7.0,4.0
5,2014-03-31,AS14.23,2014-03-27-2014-03-30,7.0625,0.4,1.2875,0.3942501878872226,7.5,5.0
6,2014-04-01,AS14.23,2014-03-28-2014-03-31,7.1875,0.15,1.35,0.40094924359942274,7.5,6.0
7,2014-04-02,AS14.23,2014-03-29-2014-04-01,7.3125,0.0,1.55,0.4274205963207755,7.0,7.0
8,2014-04-03,AS14.23,2014-03-30-2014-04-02,7.25,0.0625,1.425,0.4454636444498879,7.0,8.0
9,2014-04-04,AS14.23,2014-03-31-2014-04-03,7.25,0.1875,1.375,0.4310552315232666,7.0,9.0
10,2014-04-05,AS14.23,2014-04-01-2014-04-04,7.125,0.5,1.25,0.4712622437890485,6.5,10.0
11,2014-04-06,AS14.23,2014-04-02-2014-04-05,6.875,0.6875,1.0,0.4413458216260107,7.0,11.0
12,2014-04-07,AS14.23,2014-04-03-2014-04-06,6.875,0.5625,0.9,0.3998290179756118,5.75,12.0
13,2014-04-08,AS14.23,2014-04-04-2014-04-07,6.5625,0.375,0.7125,0.4052658995880989,6.6,13.0
14,2014-04-09,AS14.23,2014-04-05-2014-04-08,6.4625,0.175,0.6125,0.32683469314564007,7.2,14.0
