,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09
1,0.04471990145016136,-0.09608532230918243,0.44707697607072916,0.4442979648202474,-0.10324826958758493,0.08277508381838672,0.10520428541367366,-0.10268406299740107,0.4081291126372655,-0.9185623330461574,-0.18020648909636172,0.09661747385845221
2,2014-04-10,2014-04-11,2014-04-12,2014-04-13,,,,,,,,
3,-0.12771288171835593,-0.1942779968910493,0.621128824600941,0.25086664205766684,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.1,0.5,0.01,poly,,,,,,,,
