,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25
1,0.038199758694167585,-0.39944649205919536,0.15529641762996338,-0.13892701322842882,0.953177861519503,-0.5619629180862775,0.32581003401829456,0.08927056852813742,-0.07404217016056158,0.3718395052045249,-0.01724308656304796,-0.13559990072250017,0.12146459054567593,-0.8441809638791344,-0.25000438128645364,-0.4581387518778657,-1.1084368908448283,0.08521374995453002,0.08927668497228414,-0.3248121013605729
2,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,,,,,,,,,,,,,,
3,-1.8658365135267108,-1.3979680683216973,-0.6664433236523113,0.0742227383336278,0.21912033465681535,0.0780171401849934,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,
5,0.1,1.5,0.1,linear,,,,,,,,,,,,,,,,
