,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01
1,0.8851511562828094,-0.49186267986060717,0.4304077031880391,-0.5935509226314597,-1.2797575961325771,-0.7517454703997268,0.6643937091585395,0.5000001425762166,0.9050945205658598,-0.09611246196529155,-0.500000014796739,-0.18878042733436384
2,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,
3,0.0650680932214911,0.5902917898135245,0.3661718163323089,-0.3796868689847681,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.5,1.5,0.0001,rbf,,,,,,,,
