,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-1.0083333333006035,0.7916666667057823,-0.7083333333271558,-0.45833333332418036,0.1916666666720408,0.19166666666879095,-0.20833333333177073,-0.4083333333313153,0.7916666666701735,-0.5416666666645904,0.5416666666702303,0.29166666666862806
2,2014-04-01,2014-04-02,2014-04-03,2014-04-04,,,,,,,,
3,-1.0083333333252176,-0.20833333332509518,0.12500000001834533,0.2916666666763259,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.5,0.1,0.0001,sigmoid,,,,,,,,
