,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-05-15,2014-05-16,2014-05-17,2014-05-18,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,2014-05-28,2014-05-29,2014-05-30
1,-0.05678626412293308,0.9047513428672582,0.010968827592194863,-0.1116333857371492,-0.22217311939486262,0.2714203686176928,0.08834469766412756,-0.88693101632433,-0.2136845902791027,1.7523255582856452,0.3756562237631451,-0.11993125957748063
2,2014-05-19,2014-05-20,2014-05-21,2014-05-22,,,,,,,,
3,0.10810997652687426,0.1619138114675147,-0.15569204183168406,-0.528636130327242,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.1,0.5,0.1,poly,,,,,,,,
