,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.04558510178024555,-0.2889824300966728,0.5018692831836402,0.08898315427733294,0.4361578590762232,-0.33822589303589634,-0.5026244570427778,-0.4885917015019219,0.5063717012571951,0.14644402343621987,0.9140753702397024,0.36068010810989204,-0.3461723126727918,0.10867240623650698,0.5666153773411526,0.4746489061292962,-0.2154433728716505,-0.5793316501889185,-0.6371456836273799,1.204855096932108,-0.32137140064100045,-0.3056619614086369,-0.7184505274617621,-1.1127993922817945,0.1507894242873542,-0.1757862830923509,-0.500000032749571,-0.4953885170197392,-0.74367486043315,-0.7328587185270248,0.22430046444592922,0.49999995764741634,0.6371930712758864,0.6888667494467349,-0.09725387131568564,-0.24009250659046355
2,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.6595332498044,-0.019423725797043545,-0.5129213507220651,-0.6723498530178755,0.8111956019505104,0.8123365541973913,0.1606533557227845,0.7121749900185783,-0.4015904645484305,-0.5281254301238114,,,,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,1,0.1,rbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
