,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,2014-05-17,2014-05-18,2014-05-19,2014-05-20,2014-05-21,2014-05-22,2014-05-28,2014-05-29,2014-05-30,2014-05-31,2014-06-01,2014-06-02,2014-06-03,2014-06-04,2014-06-05,2014-06-06
1,0.590000000178807,0.19000000016188778,0.3900000000314856,-0.009999999986208152,-0.8099999999862098,-0.40999999995485403,-0.4099999999371482,-0.009999999896304068,0.390000000102388,-0.00999999992827938,-0.17666666662912345,-0.259999999970276,0.7900000000369385,-0.009999999972782447,-0.009999999973241636,0.4900000000237794
2,2014-05-23,2014-05-24,2014-05-25,2014-05-26,2014-05-27,,,,,,,,,,,
3,-0.2099999999253752,0.19000000012011053,-0.009999999896645129,-0.009999999947472915,-0.8099999999621144,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,
5,0.01,0.1,0.0001,sigmoid,,,,,,,,,,,,
