,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.4749999999238481,0.07499999993748308,0.8749999999571285,0.6749999999569551,-0.1250000000064837,-0.12500000001062883,0.2749999999872905,0.674999999975527,0.0749999999765274,-0.3250000000204958,0.12499999994653077,-0.1250000000133804,0.8749999999899121,-0.1250000000083027,0.8749999999801759,0.12499999998952305,0.3749999999910454,-0.12500000001409628,-0.9250000000144372,-0.7250000000750703,-0.3250000001550166,0.27499999971753564,-0.32500000019671305,-0.12500000011073098
2,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,,,,,,,,,,,,,,,,,
3,-0.3250000000243576,-0.9250000000393124,0.6749999998056113,-1.3250000001164421,-0.37500000029544456,0.6749999996913951,0.8749999999349019,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,
5,0.1,1.5,0.1,sigmoid,,,,,,,,,,,,,,,,,,,,
