,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25
1,-0.24258050918579066,0.22849302291870099,-0.84370994567871094,0.3722834587097168,0.028285598754882457,0.074626922607421875,-0.57872495651245082,0.84742593765258789,0.19995212554931641,0.15098991394043004,-1.1200547218322754,0.14018964767456055,-0.42398605346679652,0.11175222396850604,0.12867956161499006,-0.46069860458374023,-0.56213712692260742,-0.15641632080078161,0.53244581222534215,0.081120395660400746,-0.34872198104858398,0.1180577278137207,0.72138547897338867,-0.062903690338134588,-0.68133172988891566,-0.0052192687988279474,0.095406150817870738,-0.24335832595825213,0.5459068298339842,-0.063846111297607422,0.36373004913330043,0.062080287933349965,0.45526990890502894,0.48302469253540004,-0.14058475494384748
2,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.39444360733032191,0.13788843154907227,0.42615613937377894,-0.30225992202758789,0.5821469306945799,0.73917293548583984,0.23294029235839808,0.72384977340698242,0.65091371536254883,,,,,,,,,,,,,,,,,,,,,,,,,,
