,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30
1,0.21363592147827148,-0.1861852645874027,-0.38609943389892543,-0.28579473495483398,0.41396493911743182,-0.28623628616333008,-0.53605842590332031,0.71391630172729492,0.013651180267333807,0.61387767791748082,1.4636650085449219,-0.28637504577636719,-0.78613948822021484,-0.53605937957763672,0.21407985687255859,0.61389436721801793,0.4137489318847658,-0.78629684448242188,-0.58617191314697248
2,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,,,,
3,0.23132896423339844,-0.28633403778076172,-0.38619766235351527,0.41396875381469744,-0.11942275365193566,,,,,,,,,,,,,,
