,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01
1,-0.87559366226196289,0.48453922271728533,0.96941328048706055,0.99887990951538086,-0.60590562820434535,0.38844633102416992,-0.77856712341308576,-1.0782677650451662,-0.053410434722900746,1.0804433822631836,0.76047067642211896,0.97108364105224609,-0.43558778762817418,-0.66115932464599592,-0.066665363311767756
2,2014-05-02,2014-05-03,2014-05-04,2014-05-05,,,,,,,,,,,
3,0.20525760650634783,0.81596212387084943,0.37162199020385778,-0.46084260940551758,,,,,,,,,,,
