,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19
1,0.30665683746337891,-0.74423007965087873,0.81361532211303711,0.85361461639404279,1.3038673400878906,1.0528526306152344,0.80302858352661133,0.0533294677734375,0.65594921112060511,-0.74632625579833967,0.66216812133789027,0.30390310287475586,0.55432605743408203,-0.14548988342285174,-0.74382476806640607,0.2621223449707033,-0.44507026672363281,-0.94126605987548828,-0.11659784317016619,0.057022571563720703,-0.94436359405517578,-1.1369416236877443,-0.93283510208129883,-1.436335563659668,0.093173027038574219,-0.34439029693603551,1.0566258430480957
2,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,,,,,,,,,,,,,,,,,,,,
3,-0.69638156890869141,-0.43795394897460938,-0.34185304641723668,-0.61187187830607215,0.25878353118896502,0.30457496643066406,1.0551042556762695,,,,,,,,,,,,,,,,,,,,
