Unnamed: 0,mood,arousal,valence,activity,screen,calls,sms,builtin,communication,entertainment,finance,game,office,other,social,travel,unknown,utilities,weather
2014-03-26,6.6,0.2,0.6,0.10329373128561764,9189.55200004578,8.0,4.0,2381.75,4506.4270000000015,1274.317,0,0.0,0,103.919,670.895,203.741,0.0,0.0,0
2014-03-27,6.8,0.2,0.4,0.08970024791525805,9708.778999090197,2.0,8.0,1945.115,4822.297000000001,261.867,0,0.0,0,60.278,2251.6929999999998,51.768,0.0,0.0,0
2014-03-28,8.25,0.25,1.5,0.09809984248895877,12984.041001558304,1.0,0.0,2655.327,4794.411,2162.614,0,0.0,0,231.768,1918.225,647.0930000000002,305.073,14.225999999999999,0
2014-03-29,7.0,0.2,1.0,0.04187585355184262,10574.725999832155,0.0,5.0,1742.9419999999993,1932.9130000000007,5360.102999999999,0,0.0,0,378.55000000000007,1480.0950000000007,307.7519999999999,0.0,0.0,0
2014-03-30,6.2,0.2,0.0,0.0625734602553756,8739.792000055313,2.0,1.0,1742.2019999999993,4133.703000000001,607.0820000000001,0,0.0,0,71.024,1260.88,266.05,0.0,0.0,0
2014-03-31,4.333333333333333,-1.0,0.0,0.051366076733723814,13187.446000099182,5.0,1.0,1666.65,4982.926,3794.4109999999996,0,0.0,0,48.167,2314.643,207.856,0.0,0.0,0
2014-04-01,6.6,-1.0,0.8,0.08076225802411184,14699.699999332432,3.0,8.0,1262.8320000000006,7405.549,4756.246,0,0.0,0,55.382,1063.995,0.0,0.0,0.0,0
2014-04-02,5.5,-1.25,0.25,0.15618745321820188,13329.964998483654,13.0,4.0,3917.3050000000026,4219.393999999998,1723.7600000000002,0,0.0,0,105.00299999999999,946.703,711.4649999999997,0.0,0.0,0
2014-04-03,6.2,-0.4,0.2,0.09026347679477338,8073.050000190732,5.0,0.0,1054.5419999999997,4238.565000000001,3877.882,0,0.0,0,45.36600000000001,707.6089999999997,265.369,0.0,0.0,0
2014-04-04,6.5,-0.75,0.0,0.04963037634408606,10023.579001665106,7.0,2.0,847.6570000000003,4951.5920000000015,1674.868,0,0.0,0,231.544,1312.6460000000004,51.17,150.612,363.42900000000003,0
2014-04-05,6.0,0.0,0.6666666666666666,0.2313065813088305,5377.287999629977,9.0,5.0,1983.9070000000006,1377.7539999999995,368.645,0,0.0,0,119.3,1239.1809999999996,149.298,0.0,0.0,0
2014-04-06,6.75,-0.75,1.0,0.05631576348488115,7656.606000900269,2.0,3.0,882.9059999999997,2782.046000000001,2405.196,0,0.0,0,110.165,1596.296,0.0,0.0,1.002,0
2014-04-07,5.4,-0.6,0.2,0.0805241620390383,16856.01399946213,0.0,1.0,1957.102,5549.669,5686.06,0,0.0,0,233.405,4001.6409999999996,0.0,0.0,0.0,0
2014-04-08,6.8,-0.4,0.6,0.07680102095483,9726.615999460217,1.0,0.0,863.0430000000001,7209.8650000000025,800.643,0,0.0,0,178.111,533.825,0.0,414.965,0.0,0
2014-04-09,6.4,-1.0,0.6,0.0707902001380262,13731.390999317173,2.0,2.0,828.2359999999999,2320.953,1187.6930000000002,0,0.0,0,115.867,638.086,0.0,0.0,6.037999999999999,0
2014-04-10,6.2,0.4,0.0,0.09895833333333333,5612.331000804908,6.0,4.0,790.477,1210.9619999999998,1866.807,0,0.0,0,41.149,1690.0669999999993,22.179000000000002,0.0,0.0,0
2014-04-11,3.5,0.5,-1.0,0.06868288982259571,2235.2060010433192,0.0,1.0,409.2139999999998,1436.89,0.0,0,0.0,0,40.111,90.485,255.401,0.0,0.0,0
2014-04-12,6.4,0.0,0.75,0.15313380173005842,14799.426000356681,2.0,10.0,1581.2989999999993,5361.810000000003,5463.314,0,0.0,0,177.143,1575.1460000000006,478.416,72.282,0.0,0
2014-04-13,6.5,-0.25,1.0,0.01631944444444443,8132.051002025609,5.0,0.0,728.6560000000003,2883.753999999999,1554.344,0,0.0,0,42.219,1395.631,0.0,0.0,0.0,0
2014-04-14,6.2,-0.2,0.4,0.03335375816993464,4822.974000215534,2.0,1.0,862.117,2134.432,2948.9429999999998,0,0.0,0,91.556,315.377,0.0,0.0,0.0,0
2014-04-15,6.0,-0.75,0.5,0.019623337804315216,8726.610999822617,0.0,0.0,459.62800000000004,5490.561999999999,1236.7050000000004,0,0.0,0,72.477,1464.611,0.0,0.0,0.0,0
2014-04-16,4.75,-1.25,0.0,0.10595602036110062,9003.359000205992,2.0,8.0,1951.9279999999994,5813.764000000003,0.0,0,0.0,0,404.78200000000015,1015.531,33.254,22.088,0.0,0
2014-04-17,3.8,-1.2,-0.4,0.1180908662900188,7809.4189996719315,1.0,0.0,1242.1580000000001,3915.546,1645.609,0,0.0,0,75.227,963.19,0.0,0.0,0.0,0
2014-04-18,5.2,-1.0,-0.4,0.047270114942528745,6566.541000366215,1.0,2.0,906.605,3556.0200000000004,1009.2810000000001,0,0.0,0,142.871,644.361,0.0,0.0,0.0,0
2014-04-19,7.0,0.25,0.75,0.0031254706183548703,2050.9950006008153,0.0,0.0,219.00900000000001,1084.321,138.52200000000002,0,0.0,0,94.744,384.744,0.0,0.0,0.0,0
2014-04-20,3.0,-2.0,-1.0,0.08680555555555558,6713.023000955577,0.0,0.0,99.64400000000002,2081.821000000001,14.091,0,0.0,0,10.042,850.153,0.0,84.34700000000002,0.0,0
2014-04-21,6.6,-0.4,0.8,0.0617854683195592,9218.660998582844,0.0,0.0,1062.6790000000003,5514.199000000002,2479.237,0,0.0,0,97.31,2631.583,734.992,77.473,0.0,0
2014-04-22,6.0,-0.2,0.4,0.09099018199233716,5708.751999616628,0.0,2.0,1053.466,2729.994000000001,1650.744,0,0.0,0,120.34100000000001,118.47,0.0,0.0,0.0,0
2014-04-23,6.0,-0.6666666666666666,0.0,0.07537353651992687,11782.639000177383,5.0,0.0,1455.6740000000007,7785.343000000005,493.78,0,0.0,0,151.66899999999995,1399.264,81.312,412.62800000000004,0.0,0
2014-04-24,5.6,-0.6,0.4,0.15798611111111102,3173.634999752045,3.0,1.0,446.68699999999984,3558.812,0.0,0,0.0,0,166.793,214.72099999999998,0.0,0.0,1.003,0
2014-04-25,3.333333333333333,0.3333333333333333,-0.6666666666666666,0.07604166666666665,5443.733000278472,6.0,0.0,830.7389999999997,2063.5980000000004,1384.4,0,0.0,0,26.148000000000003,867.703,0.0,0.0,0.0,0
2014-04-26,5.4,-0.4,-0.2,0.01891573906980188,7633.689001798636,0.0,0.0,879.0590000000003,4805.511,326.22,0,0.0,0,220.19600000000003,939.188,0.0,409.774,0.0,0
