predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,system
2014-03-25,AS14.15,2014-03-21-2014-03-24,7.0,1,0,7.0,0.25,0.8999999999999999,0.07130267875761725,0.005983072917356535,0.002420876736111112,7.081597222222224e-05,0.0,0.0,0.05434782608695652,0.004352673611111113
2014-03-26,AS14.15,2014-03-22-2014-03-25,7.2,1,0,7.0,0.4,0.95,0.05507426849185068,0.007790598960386382,0.004431634837962964,6.21064814814815e-05,0.0,0.0,0.010869565217391304,0.003179105902777778
2014-03-27,AS14.15,2014-03-23-2014-03-26,7.0,1,0,7.05,0.85,0.8999999999999999,0.09402243322783058,0.02107208043888763,0.01534072337962963,6.21064814814815e-05,0.0,0.0001802633101851852,0.11956521739130435,0.004866215277777777
2014-03-28,AS14.15,2014-03-24-2014-03-27,7.2,0,1,7.05,1.05,0.9,0.05779054916985955,0.019445980901795404,0.013828229166666667,6.21064814814815e-05,0.0,0.0001802633101851852,0.25,0.004924713541666665
2014-03-29,AS14.15,2014-03-25-2014-03-28,7.0,0,1,7.1,1.1,0.95,0.06830642218573256,0.02308183159679174,0.016725164930555557,0.0,0.0,0.0001802633101851852,0.33695652173913043,0.006041976273148147
2014-03-30,AS14.15,2014-03-26-2014-03-29,7.4,0,1,7.1,0.5999999999999999,0.8999999999999999,0.14871693121693128,0.019464646988306883,0.01415826099537037,2.6154513888888888e-05,0.00014355613425925926,0.0001802633101851852,0.43478260869565216,0.004792416087962961
2014-03-31,AS14.15,2014-03-27-2014-03-30,7.2,1,0,7.15,0.050000000000000044,0.95,0.15522321428571434,0.008243327547140692,0.003959409722222222,2.6154513888888888e-05,0.0005948842592592593,0.0,0.3804347826086956,0.004070269097222223
2014-04-01,AS14.15,2014-03-28-2014-03-31,7.2,1,0,7.2,-0.15000000000000002,0.95,0.15522321428571434,0.008241990741204328,0.003959409722222222,2.6154513888888888e-05,0.0005948842592592593,0.0,0.45652173913043476,0.003926148726851852
2014-04-08,AS14.15,2014-04-04-2014-04-07,6.8,1,0,7.0,0.45000000000000007,0.6,0.10371886459468693,0.004938666089265432,0.002860529513888888,0.0,0.0006834403935185188,0.0,0.18478260869565213,0.0023508883101851855
2014-04-09,AS14.15,2014-04-05-2014-04-08,7.0,1,0,6.9,0.35000000000000003,0.5,0.06287380382775115,0.002797077547206919,0.0018776388888888888,0.0,0.0,0.0,0.20652173913043476,0.0008659201388888889
2014-04-10,AS14.15,2014-04-06-2014-04-09,7.2,1,0,6.7,0.1,0.5,0.030527312599680986,0.00272354166678808,0.0018776388888888888,0.0,0.0,0.0,0.20652173913043478,0.0007924189814814815
2014-04-11,AS14.15,2014-04-07-2014-04-10,7.0,0,1,6.95,0.25,0.75,0.03085625996810204,0.0033731973385093365,0.0027106770833333336,0.0,0.0,0.0,0.15217391304347824,0.0007843576388888889
2014-04-12,AS14.15,2014-04-08-2014-04-11,7.4,0,1,7.0,0.25,0.8500000000000001,0.01309523809523809,0.0041760590279267895,0.0015265596064814816,0.0,0.0012377777777777777,0.0,0.10869565217391303,0.0015539120370370368
2014-04-13,AS14.15,2014-04-09-2014-04-12,7.0,0,1,7.15,0.45,0.95,0.03736979166666665,0.010439638309180738,0.004904945023148149,0.0,0.0012377777777777777,0.0,0.13043478260869562,0.00323925636574074
2014-04-14,AS14.15,2014-04-10-2014-04-13,7.0,1,0,7.15,0.95,0.95,0.03517680921052631,0.010439638309180738,0.004904945023148149,0.0,0.0012377777777777777,0.0,0.33695652173913043,0.00323925636574074
2014-04-15,AS14.15,2014-04-11-2014-04-14,7.0,1,0,7.1,1.1,0.95,0.05442226080246912,0.01694407985994109,0.009248278356481482,0.0004572077546296295,0.0015538396990740738,0.0005638888888888888,0.33695652173913043,0.004218663194444444
2014-04-16,AS14.15,2014-04-12-2014-04-15,7.0,1,0,7.1,0.95,1.0,0.0454936893738977,0.014643793402032718,0.00912833912037037,0.0004572077546296295,0.00031606192129629616,0.0005638888888888888,0.33695652173913043,0.0033087673611111113
2014-04-17,AS14.15,2014-04-13-2014-04-16,6.4,1,0,7.0,0.75,1.0,0.05219425154320986,0.016515057869255542,0.010846151620370371,0.0004572077546296295,0.00031606192129629616,0.0005638888888888888,0.2717391304347826,0.0056415219907407395
2014-04-18,AS14.15,2014-04-14-2014-04-17,6.0,0,1,6.85,0.25,0.75,0.07498070987654318,0.023284890044618534,0.01502939236111111,0.0004862528935185184,0.0004993952546296295,0.0005638888888888888,0.043478260869565216,0.008960960648148145
2014-04-19,AS14.15,2014-04-15-2014-04-18,7.0,0,1,6.6,-0.1,0.5,0.11889000896057338,0.019027502889986392,0.010332635995370371,0.0009729398148148147,0.0001833333333333333,0.00029986400462962963,0.032608695652173905,0.008079725115740738
