predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,gsm,amusement,system
2014-03-26,AS14.19,2014-03-22-2014-03-25,6.0,1,0,6.275,-0.9625,0.4625,0.08579519002421654,0.036703370946149054,0.027373431712962956,0.0004028703703703704,0.4666666666666667,7.55931712962963e-05,0.015200138888888886
2014-03-27,AS14.19,2014-03-23-2014-03-26,6.6,1,0,6.125,-0.7625000000000001,0.4625,0.09137907940285465,0.03571190392943445,0.03161428530092592,0.0006000144675925925,0.44999999999999996,7.55931712962963e-05,0.008450434027777776
2014-03-28,AS14.19,2014-03-24-2014-03-27,6.6,0,1,6.025,-0.5625,0.4125,0.11706512184798079,0.043232575225195406,0.03714943576388889,0.0009552806712962963,0.5166666666666666,0.0007773234953703704,0.009340792824074073
2014-03-29,AS14.19,2014-03-25-2014-03-28,7.4,0,1,6.175000000000001,-0.6125,0.6125,0.12581082658800674,0.04493355901635908,0.0307463744212963,0.001031322337962963,0.5833333333333334,0.002330344328703704,0.010691527777777775
2014-03-30,AS14.19,2014-03-26-2014-03-29,7.0,0,1,6.65,-0.25,0.8500000000000001,0.1319864899144268,0.03614863714410199,0.0221580150462963,0.001031322337962963,0.5833333333333333,0.002577092013888889,0.00940675347222222
2014-03-31,AS14.19,2014-03-27-2014-03-30,7.2,1,0,6.9,-0.2,0.95,0.12088870097473685,0.02634342591795656,0.014582462384259264,0.0006269646990740741,0.5666666666666667,0.002577092013888889,0.015097740162037033
2014-04-01,AS14.19,2014-03-28-2014-03-31,6.4,1,0,7.05,-0.30000000000000004,1.05,0.12036779874202966,0.033855309601597196,0.02338982349537037,7.604166666666668e-05,0.5499999999999999,0.001875361689814815,0.0150322511574074
2014-04-02,AS14.19,2014-03-29-2014-04-01,7.6,1,0,7.0,-0.15000000000000002,0.8,0.11651643981016276,0.03628387442134595,0.03359719907407407,0.0,0.4166666666666667,0.00024674768518518524,0.014280312499999993
2014-04-03,AS14.19,2014-03-30-2014-04-02,6.6,1,0,7.050000000000001,-0.25,0.75,0.10131876351563127,0.03657996238588734,0.034231565393518515,0.00013807002314814815,0.26666666666666666,0.0,0.014213020833333328
2014-04-04,AS14.19,2014-03-31-2014-04-03,7.0,0,1,6.950000000000001,-0.15000000000000002,0.7000000000000001,0.10345713280499907,0.04267459780460705,0.039274042245370365,0.00013807002314814815,0.21666666666666667,0.0,0.007779444444444444
2014-04-05,AS14.19,2014-04-01-2014-04-04,8.0,0,1,6.9,-0.1,0.5499999999999999,0.11018217141044712,0.03618664063237331,0.030317838541666666,0.0007729253472222224,0.2833333333333333,0.0,0.009553116319444444
2014-04-06,AS14.19,2014-04-02-2014-04-05,7.25,0,1,7.3,-0.25,0.8,0.1108044055869593,0.032262025469983066,0.01972855613425926,0.0009273524305555556,0.44999999999999996,0.0010445081018518518,0.009702945601851849
2014-04-07,AS14.19,2014-04-03-2014-04-06,6.6,1,0,7.2125,-0.5125,0.8,0.11506954348273524,0.03404723090844022,0.021106964699074075,0.0007892824074074076,0.5499999999999999,0.0010445081018518518,0.010220937499999997
2014-04-08,AS14.19,2014-04-04-2014-04-07,6.8,1,0,7.2125,-0.7625,0.8,0.1426589888840001,0.036084322928002587,0.022734441550925927,0.0014101736111111112,0.7,0.0010445081018518518,0.01268539351851851
2014-04-18,AS14.19,2014-04-14-2014-04-17,6.8,0,1,6.75,-0.5,0.95,0.11384396821061225,0.04607202545912179,0.057041079282407404,0.0019687586805555556,0.41666666666666663,0.0,0.01185091435185185
2014-04-19,AS14.19,2014-04-15-2014-04-18,6.8,0,1,6.7,-0.8500000000000001,1.0,0.09359435180322127,0.04117196180409305,0.05592556423611111,0.0013653877314814813,0.23333333333333334,0.0006629976851851853,0.003674331597222221
2014-04-20,AS14.19,2014-04-16-2014-04-19,7.6,0,1,6.8,-0.7,0.95,0.08848228169043948,0.032003061338155364,0.04828557002314814,0.002247048611111111,0.2666666666666667,0.0006629976851851853,0.002372748842592592
2014-04-21,AS14.19,2014-04-17-2014-04-20,6.4,1,0,7.0,-0.5,1.0,0.09466814785166475,0.031600925919634336,0.0295714380787037,0.001441160300925926,0.25,0.0006629976851851853,0.004396805555555555
2014-04-22,AS14.19,2014-04-18-2014-04-21,6.8,1,0,6.9,-0.35,1.0,0.10266869095364808,0.022834652776105534,0.01730853009259259,0.0881757494212963,0.33333333333333337,0.0006629976851851853,0.0052744444444444444
2014-04-23,AS14.19,2014-04-19-2014-04-22,6.0,1,0,6.8999999999999995,0.04999999999999999,1.05,0.12068876195998962,0.027389557289166585,0.01997754340277778,0.08824944444444445,0.3833333333333334,0.0,0.006636675347222222
2014-04-24,AS14.19,2014-04-20-2014-04-23,6.6,1,0,6.7,-0.1,1.1,0.12077112887427985,0.033139861109494066,0.02876561342592593,0.08787115451388888,0.36666666666666664,0.0,0.006846085069444445
2014-04-25,AS14.19,2014-04-21-2014-04-24,7.25,0,1,6.449999999999999,-0.30000000000000004,1.0,0.12168247354574878,0.03670661458469651,0.033671721643518525,0.08765062789351852,0.3833333333333333,0.0,0.0052970457175925915
2014-04-26,AS14.19,2014-04-22-2014-04-25,7.75,0,1,6.6625,-0.4375,0.9375,0.1075087907171891,0.03941517071522496,0.03728026620370371,0.001381345486111111,0.3833333333333333,0.0015812789351851851,0.006698012152777778
2014-04-27,AS14.19,2014-04-23-2014-04-26,6.333333333333332,0,1,6.9,-0.3375,1.0125,0.1355317597716995,0.02926527777548742,0.026151328125000005,0.001307650462962963,0.3833333333333333,0.0015812789351851851,0.0127336400462963
2014-04-28,AS14.19,2014-04-24-2014-04-27,6.4,1,0,6.983333333333333,-0.4625,0.9708333333333333,0.1190867136501732,0.029055347219799407,0.022454175347222233,0.001895101273148148,0.3666666666666667,0.0015812789351851851,0.013416539351851853
2014-04-29,AS14.19,2014-04-25-2014-04-28,7.2,1,0,6.933333333333334,-0.3125,0.9208333333333334,0.11863111496505542,0.029074453116843,0.027486921296296304,0.003629406828703704,0.35,0.0015812789351851851,0.013687184606481483
2014-04-30,AS14.19,2014-04-26-2014-04-29,7.0,1,0,6.920833333333333,-0.024999999999999994,0.8833333333333334,0.10585794521384842,0.02787834489856053,0.025557013888888893,0.003382152777777778,0.35,0.0,0.014227986111111113
2014-05-01,AS14.19,2014-04-27-2014-04-30,6.8,1,0,6.733333333333333,-0.17500000000000002,0.7083333333333333,0.05471894153236502,0.03296638887858501,0.02959008680555556,0.004455619212962963,0.43333333333333335,1.4829282407407404e-05,0.008866765046296295
2014-05-02,AS14.19,2014-04-28-2014-05-01,7.8,0,1,6.8500000000000005,0.15000000000000002,0.7,0.07506851061252434,0.033297288761370725,0.02869142939814815,0.004278559027777779,0.4,1.4829282407407404e-05,0.008726756365740742
2014-05-03,AS14.19,2014-04-29-2014-05-02,7.4,0,1,7.2,0.25,0.8500000000000001,0.09719982503234524,0.028843168396226793,0.019556530671296292,0.002544253472222222,0.4833333333333334,1.4829282407407404e-05,0.01007967303240741
2014-05-04,AS14.19,2014-04-30-2014-05-03,6.6,0,1,7.25,0.25,0.95,0.13830890755361147,0.03156055844975292,0.021399236111111112,0.002069050925925926,0.6333333333333333,1.4829282407407404e-05,0.00896875289351852
2014-05-05,AS14.19,2014-05-01-2014-05-04,7.0,1,0,7.15,0.05000000000000002,0.95,0.1445347310322501,0.030247433452556545,0.026121918402777774,0.002380107060185185,0.43333333333333335,0.0,0.01752066261574074
