predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,social,travel,gsm,amusement,system
2014-03-28,AS14.14,2014-03-24-2014-03-27,6.2,0,1,6.4625,-0.6125,0.5125,0.09630227574768463,0.14189331597752042,0.07735032986111112,0.00407290798611111,0.01389701388888889,0.005164204282407406,0.1388888888888889,0.0035532465277777784,0.03864057291666666
2014-03-29,AS14.14,2014-03-25-2014-03-28,8.0,0,1,6.3875,-0.4625,0.6,0.09326458053194965,0.13959106481530598,0.07792094618055556,0.0022063454861111107,0.014587815393518519,0.00455648148148148,0.16666666666666669,0.002676053240740741,0.04779157407407407
2014-03-30,AS14.14,2014-03-26-2014-03-29,6.5,0,1,6.95,-0.4625,0.9125,0.11293927430717379,0.11505262152533288,0.06716945891203704,0.001562667824074074,0.013571458333333331,0.0003043894675925926,0.16666666666666666,0.0027091840277777782,0.04239765914351852
2014-03-31,AS14.14,2014-03-27-2014-03-30,6.75,1,0,6.825,-0.6625,0.9125,0.0812813894416785,0.09156188946700207,0.05520796296296297,0.0015451678240740738,0.010517022569444444,2.9166666666666666e-06,0.1388888888888889,0.0012114843749999999,0.10975387442129632
2014-04-05,AS14.14,2014-04-01-2014-04-04,7.4,0,1,7.008333333333333,-0.625,0.85,0.04717490205168315,0.011258556128789989,0.0019275723379629634,2.331886574074074e-05,0.0004362268518518519,0.0,0.0,0.0,0.010604048032407406
2014-04-06,AS14.14,2014-04-02-2014-04-05,7.4,0,1,7.308333333333334,-1.025,0.9,0.03834311959969473,0.014311261570288083,0.003838405671296296,2.331886574074074e-05,0.0005717418981481483,0.0,0.0,0.0,0.014429027777777778
2014-04-07,AS14.14,2014-04-03-2014-04-06,7.0,1,0,7.408333333333333,-1.025,0.9,0.02972505282796928,0.015710318286523778,0.022936180555555557,2.331886574074074e-05,0.0006815306712962964,0.0,0.027777777777777776,0.0,0.014656151620370372
2014-04-08,AS14.14,2014-04-04-2014-04-07,6.8,1,0,7.325,-0.9500000000000001,0.9,0.014585118637151524,0.010437473959668918,0.022162537615740743,0.0,0.000934314236111111,0.0,0.05555555555555555,0.0,0.010637146990740743
2014-04-09,AS14.14,2014-04-05-2014-04-08,8.0,1,0,7.15,-0.7500000000000001,0.8500000000000001,0.023528279234723885,0.010857948495971935,0.022252798032407407,0.0,0.000934314236111111,0.0,0.08333333333333333,0.0,0.12662254340277776
2014-04-10,AS14.14,2014-04-06-2014-04-09,6.666666666666668,1,0,7.3,-0.26666666666666666,0.95,0.048630378690325334,0.00973654513971673,0.020548723958333334,0.0,0.0007426880787037037,0.0,0.08333333333333333,0.0,0.12458310185185183
2014-04-11,AS14.14,2014-04-07-2014-04-10,7.75,0,1,7.116666666666667,-0.1,0.95,0.05437927076127802,0.008530219905768278,0.0010404137731481484,0.0,0.0005101186342592592,0.0,0.05555555555555555,0.0,0.1224222222222222
2014-04-12,AS14.14,2014-04-08-2014-04-11,7.5,0,1,7.304166666666667,0.2,0.95,0.058706920268107234,0.008537679396707704,0.0007874334490740744,0.0,0.00031474247685185186,0.0,0.08333333333333333,0.0,0.138778521412037
