predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,weather,gsm,amusement,system
2014-04-08,AS14.27,2014-04-06-2014-04-07,7.6,1,0,7.3,0.0,0.5,0.08263888888888887,0.048203807859509104,0.02746318287037038,0.009613987268518519,0.0010094328703703704,0.00014741898148148147,0.1388888888888889,0.0014909375,0.00960279513888889
2014-04-09,AS14.27,2014-04-07-2014-04-08,7.0,1,0,7.6,0.2,0.8,0.07777777777777778,0.0420440682768822,0.022358188657407414,0.008178096064814816,0.0013833101851851853,0.0,0.0,0.0021825347222222224,0.01026862268518519
2014-04-10,AS14.27,2014-04-08-2014-04-09,7.4,1,0,7.3,-0.09999999999999998,0.8,0.09166666666666669,0.04663989583513251,0.023270341435185183,0.009711614583333333,0.002130133101851852,0.0,0.0,0.002039021990740741,0.010747025462962965
2014-04-11,AS14.27,2014-04-09-2014-04-10,5.8,0,1,7.2,0.1,0.6000000000000001,0.11857638888888888,0.05195311342814454,0.027533709490740743,0.009792193287037038,0.0017812037037037037,0.0,0.1111111111111111,0.001829884259259259,0.010833113425925921
2014-04-18,AS14.27,2014-04-16-2014-04-17,8.6,0,1,7.699999999999999,-0.6,0.9,0.10961718020541553,0.07087342013915378,0.022963420138888885,0.010401348379629628,0.027184861111111108,0.0,0.05555555555555555,0.0013039467592592595,0.017043981481481483
2014-04-19,AS14.27,2014-04-17-2014-04-18,7.5,0,1,8.1,0.1,1.1,0.10851278011204482,0.0473855729125164,0.013499021990740738,0.008715185185185185,0.016500509259259256,0.0,0.2222222222222222,0.0008594155092592593,0.016108929398148147
2014-04-20,AS14.27,2014-04-18-2014-04-19,7.2,0,1,8.05,-0.125,0.95,0.08548085901027076,0.037435596056834414,0.02344914930555555,0.012055451388888893,0.0012007928240740742,0.0,0.16666666666666666,0.0018051851851851848,0.00733946759259259
2014-04-21,AS14.27,2014-04-19-2014-04-20,6.8,1,0,7.35,-0.325,0.55,0.11794613678804859,0.05278733217329891,0.03211041666666667,0.01532899305555556,0.0,0.0,0.08333333333333333,0.0028091724537037035,0.19446374421296297
2014-04-22,AS14.27,2014-04-20-2014-04-21,7.8,1,0,7.0,-0.2,0.4,0.12951388888888896,0.0511639988505178,0.02396749421296297,0.011390682870370369,0.0011672395833333335,0.0005611863425925926,0.1388888888888889,0.0018191145833333334,0.1951293287037037
2014-04-23,AS14.27,2014-04-21-2014-04-22,8.0,1,0,7.3,-0.5,0.5,0.08756273342670404,0.047499346068059944,0.017941574074074075,0.009226400462962959,0.0075647743055555555,0.0005611863425925926,0.36111111111111116,0.0030653819444444435,0.008451319444444447
2014-04-24,AS14.27,2014-04-22-2014-04-23,7.6,1,0,7.9,-0.5,0.8,0.0841909473844634,0.04384760995567947,0.01556642939814815,0.009034820601851852,0.006861221064814815,0.0,0.33333333333333337,0.004017598379629629,0.007626475694444447
