predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,office,social,gsm,amusement,system
2014-04-13,AS14.08,2014-04-11-2014-04-12,7.6,0,1,7.3,0.3,0.9,0.04958149415852475,0.013593686347206434,0.013686950231481481,0.0,0.008737175925925926,0.038461538461538464,0.00018603587962962958,0.0003180208333333333
2014-04-14,AS14.08,2014-04-12-2014-04-13,6.6,1,0,7.3,0.0,1.0,0.014927267473374087,0.016470069446497492,0.014877083333333336,0.0,0.01963936921296297,0.0,0.001282193287037037,7.633101851851853e-05
2014-04-15,AS14.08,2014-04-13-2014-04-14,6.4,1,0,7.1,0.1,0.8999999999999999,0.03486509117373526,0.03185784722919818,0.014989195601851853,0.00026181134259259256,0.02312440972222223,0.0,0.0017525231481481482,0.0007731423611111112
2014-04-16,AS14.08,2014-04-14-2014-04-15,6.6,1,0,6.5,-0.30000000000000004,0.6,0.049496997823380275,0.03805297453784283,0.023143339120370376,0.00026181134259259256,0.01060992476851852,0.0,0.0006797569444444446,0.0025130497685185195
2014-04-17,AS14.08,2014-04-15-2014-04-16,6.2,1,0,6.5,-0.7,0.7,0.051344132752647244,0.028204519668663004,0.016903055555555564,0.00027950810185185186,0.007565202546296297,0.0,0.00033939236111111106,0.0027171180555555564
2014-04-18,AS14.08,2014-04-16-2014-04-17,6.0,0,1,6.4,-0.8,0.8,0.08288946192012708,0.02884068286391319,0.010823449074074077,0.00027950810185185186,0.007359809027777779,0.0,0.0009674479166666666,0.0015633159722222225
2014-04-19,AS14.08,2014-04-17-2014-04-18,7.8,0,1,6.1,-0.7,0.7,0.07311177678530457,0.024282494206671352,0.006915023148148151,0.0,0.00784224537037037,0.0,0.0008374826388888888,0.0007141550925925926
2014-04-20,AS14.08,2014-04-18-2014-04-19,6.4,0,1,6.9,0.49999999999999994,0.8999999999999999,0.04402244026544031,0.01905056133314417,0.0058925868055555546,0.0,0.010249629629629626,0.0,0.0005125289351851852,0.0019694560185185184
2014-04-21,AS14.08,2014-04-19-2014-04-20,6.4,1,0,7.1,0.09999999999999998,1.0,0.021951119590764838,0.02125530091700733,0.005354444444444444,0.0,0.04037587384259259,0.0,0.0015168229166666663,0.01526792824074074
2014-04-22,AS14.08,2014-04-20-2014-04-21,6.0,1,0,6.4,-1.1,0.7,0.017097152231070674,0.01963935763471657,0.003965578703703704,2.912037037037037e-05,0.03929614583333334,0.0,0.0035347569444444445,0.01390660300925926
2014-04-23,AS14.08,2014-04-21-2014-04-22,5.6,1,0,6.2,-0.8,0.5,0.05334745135277219,0.022542355319967976,0.0080759375,2.912037037037037e-05,0.010120931712962961,0.0,0.0026525347222222224,0.0011900462962962963
2014-04-24,AS14.08,2014-04-22-2014-04-23,6.666666666666668,1,0,5.8,-0.3,0.4,0.1011879851439152,0.019524016203703698,0.010649282407407408,0.0,0.007402644675925923,0.0,0.00012207175925925924,0.0015242824074074078
2014-04-25,AS14.08,2014-04-23-2014-04-24,6.333333333333332,0,1,6.133333333333334,0.16666666666666666,0.7,0.12649096959990735,0.0203689409709639,0.013400179398148148,0.0,0.005732037037037037,0.0,0.00047972222222222215,0.0010439236111111114
2014-04-26,AS14.08,2014-04-24-2014-04-25,6.0,0,1,6.5,0.16666666666666666,0.9,0.07816346224778982,0.022975028935405956,0.0672574363425926,0.0009452777777777777,0.007913449074074073,0.0,0.00047972222222222215,0.0006874016203703704
2014-04-27,AS14.08,2014-04-25-2014-04-26,6.0,0,1,6.166666666666666,-0.25,0.525,0.03774991599462367,0.01566840857129407,0.06081012731481482,0.0009452777777777777,0.006079259259259258,0.0,0.0,0.002134010416666667
2014-04-28,AS14.08,2014-04-26-2014-04-27,5.8,1,0,6.0,-0.6666666666666667,0.4583333333333333,0.026304328304597724,0.016961990743875503,0.0049843460648148165,0.0,0.005430063657407409,0.1153846153846154,0.004836458333333333,0.002179878472222223
2014-04-29,AS14.08,2014-04-27-2014-04-28,5.75,1,0,5.9,-0.8166666666666667,0.6333333333333333,0.013841126311844084,0.017900150465192614,0.00478857638888889,0.0,0.006727239583333333,0.1153846153846154,0.005468182870370371,0.001320474537037037
2014-04-30,AS14.08,2014-04-28-2014-04-29,6.666666666666668,1,0,5.775,-0.525,0.425,0.026624281959160487,0.01672567129825,0.007406840277777777,0.0,0.006689710648148147,0.0,0.0012764467592592593,0.000864988425925926
2014-05-01,AS14.08,2014-04-29-2014-04-30,7.0,1,0,6.208333333333334,-0.375,0.625,0.032910594194574386,0.03486365161284248,0.02517109953703704,0.0,0.007044589120370369,0.0,0.0018169097222222224,0.00034893518518518514
2014-05-02,AS14.08,2014-04-30-2014-05-01,7.2,0,1,6.833333333333334,-0.04999999999999999,0.9,0.03606956924136473,0.05473262152324114,0.07595850694444445,0.0,0.005590254629629628,0.0,0.022883692129629638,0.001956255787037037
2014-05-03,AS14.08,2014-05-01-2014-05-02,7.4,0,1,7.1,0.0,0.9,0.10952605312802283,0.035659537042180674,0.05839805555555556,0.0,0.005089068287037037,0.0,0.021881747685185193,0.0019227662037037037
2014-05-04,AS14.08,2014-05-02-2014-05-03,6.8,0,1,7.300000000000001,0.0,1.0,0.2017758687839204,0.009180729168432728,0.00856730902777778,0.0,0.005055896990740741,0.0,0.00017024305555555562,0.0009500578703703705
2014-05-05,AS14.08,2014-05-03-2014-05-04,6.666666666666668,1,0,7.1,0.1,1.0,0.13254567131700262,0.016504276622500685,0.012167118055555558,0.0,0.006473240740740744,0.038461538461538464,0.0,0.0016968055555555556
