predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,finance,office,social,travel,gsm,amusement,system
2014-03-29,AS14.12,2014-03-27-2014-03-28,6.75,0,1,6.875,-0.25,0.875,0.13023961693932648,0.09573916667037544,0.0200880787037037,0.0,0.0,0.046081984953703706,0.0,0.5,0.023547042824074077,0.03246541666666669
2014-03-30,AS14.12,2014-03-28-2014-03-29,5.8,0,1,6.75,0.5,0.875,0.119131883372968,0.1182558506920382,0.022330086805555552,0.0,0.0,0.027409589120370365,0.0005851736111111111,0.6363636363636364,0.02814005208333334,0.06611192129629634
2014-03-31,AS14.12,2014-03-29-2014-03-30,6.4,1,0,6.275,0.4,0.625,0.08803886935813296,0.07547309027777777,0.012203564814814816,0.0,0.0,0.012045850694444445,0.0005851736111111111,0.2727272727272727,0.008534444444444445,0.042682199074074084
2014-04-01,AS14.12,2014-03-30-2014-03-31,6.4,1,0,6.1,0.1,0.325,0.061274579677394664,0.040108697920761736,0.008243142361111112,6.388888888888888e-05,9.947337962962961e-05,0.010730266203703704,0.004469901620370371,0.09090909090909093,0.005187349537037037,0.01026987847222222
2014-04-02,AS14.12,2014-03-31-2014-04-01,6.0,1,0,6.4,0.4,0.575,0.10666932245423205,0.07371664351473253,0.02061652777777779,0.000384363425925926,9.947337962962961e-05,0.024265671296296306,0.004863877314814815,0.13636363636363638,0.006815619212962962,0.013243188657407404
2014-04-03,AS14.12,2014-04-01-2014-04-02,5.4,1,0,6.2,0.0,0.5416666666666666,0.14392619116338146,0.1279401446740936,0.03037439814814816,0.0010640972222222224,0.0023003587962962964,0.03380097800925927,0.0005427604166666667,0.2272727272727273,0.008762459490740738,0.01259288194444444
2014-04-12,AS14.12,2014-04-10-2014-04-11,6.8,0,1,6.5,-0.15,0.8,0.10266573344920704,0.07332574651473099,0.004147835648148147,0.0,0.0,0.04360472800925926,0.0013453819444444446,0.09090909090909093,0.004776394675925926,0.06849564236111114
2014-04-13,AS14.12,2014-04-11-2014-04-12,5.6,0,1,6.699999999999999,-0.25,0.9,0.07777134888052745,0.07050563656483537,0.011896626157407404,0.0,6.39988425925926e-05,0.027938055555555553,0.004800434027777777,0.09090909090909093,0.006108396990740739,0.07290501157407409
2014-04-14,AS14.12,2014-04-12-2014-04-13,6.6,1,0,6.199999999999999,0.3,0.4,0.08970766962922061,0.09228700811664263,0.020395920138888884,0.0,0.00032567708333333336,0.03671467013888888,0.004358385416666666,0.13636363636363635,0.01048181134259259,0.02384644675925926
2014-04-15,AS14.12,2014-04-13-2014-04-14,6.8,1,0,6.1,0.09999999999999998,0.4,0.09140375537011625,0.09540694445371628,0.015767893518518514,0.00012778356481481484,0.00026167824074074076,0.042352233796296296,0.0009033333333333334,0.18181818181818182,0.016254340277777772,0.01664639467592592
2014-04-16,AS14.12,2014-04-14-2014-04-15,7.0,1,0,6.699999999999999,-0.1,0.9,0.10373734145547009,0.08690595485408001,0.018803084490740737,0.00036112847222222227,0.0010044328703703704,0.03707827546296297,0.0,0.3181818181818182,0.011275063657407405,0.023090491898148137
2014-04-17,AS14.12,2014-04-15-2014-04-16,6.8,1,0,6.9,0.1,1.0,0.1590748648694459,0.08226740742033281,0.025131984953703702,0.00023334490740740743,0.0010044328703703704,0.028983715277777773,0.0007472916666666668,0.49999999999999994,0.007334195601851853,0.0302919849537037
2014-04-18,AS14.12,2014-04-16-2014-04-17,6.6,0,1,6.9,-0.3,0.9,0.16458043430235786,0.08553531251433821,0.02281818865740741,0.0002880092592592594,0.00072390625,0.03323453125,0.0022638599537037037,0.3181818181818182,0.00824115162037037,0.023093032407407413
