,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13
1,-0.026929855346679688,-0.027506828308105469,-0.027757644653320312,0.22231149673461914,-0.027756690979003906,0.47244453430175781,0.47221040725708008,-0.027459144592285156,-1.2776064872741699,-0.42579784393310582,0.17260951995849627,-0.027540206909179688,-0.0277252197265625,0.72231674194335938,0.17219276428222674
2,2014-04-02,2014-04-03,2014-04-04,2014-04-05,,,,,,,,,,,
3,-0.027777671813964844,-0.027734279632568359,-0.027757644653320312,-0.52783393859863281,,,,,,,,,,,
