,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-1.2599644660949707,0.013745784759521484,-0.42544784545898473,-0.82351903915405256,0.98347759246826172,-0.52819013595581055,-0.27441883087158203,0.37419881820678746,0.37782993316650426,-0.026295185089111328,-0.22352333068847674,0.97854328155517578,-0.35847028096516809,0.72758197784423828,0.47760868072509766
2,2014-04-01,2014-04-02,2014-04-03,2014-04-04,,,,,,,,,,,
3,-0.82347469329833967,0.024297714233398438,0.30837472279866418,0.47491025924682617,,,,,,,,,,,
