,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01
1,-0.32106828689575195,0.51989316940307617,0.60709495544433523,0.1726841926574707,-0.3534944534301756,0.37821130752563459,0.037102317810058238,1.0659614562988278,-0.38455467224121076,0.71898794174194336,0.61578197479247976,-0.019931793212890625,-0.35677080154418928,-1.0593157768249508,0.36331663131713832,0.24847297668457013,-0.055182933807373047,-1.5291008949279785,-0.41634607315063477,-0.28157472610473633,0.098349189758300426,0.2599881172180174,0.049937343597411754
2,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,,,,,,,,,,,,,,,,,
3,0.41112279891967773,0.68431949615478516,0.22323207855224592,0.015740013122558238,0.44781160354614258,-0.55315923690795898,,,,,,,,,,,,,,,,,
