,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04
1,0.78489284515380842,2.2303271293640137,1.0317192077636719,0.23740167617797869,-1.6109263102213545,0.58740053176879847,-0.52033853530883789,0.17991704940795916,0.4814305305480957,-0.020026683807373047,0.73482131958007812,-0.61948738098144496,0.78455047607421857,0.39975395202636754,0.18071002960205096,0.9837956428527832,-2.8815412521362305,0.67307338714599574,0.020915508270263672,0.058500289916992188,-0.41867628097534215,-2.6460911432902021,-0.020974731445312145,0.049881935119628906,0.75129318237304688,-1.0197839736938477,-1.0188050270080566,-1.0149216651916504,0.18395776748657244,-0.30856402715047082,2.0238003730773926
2,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,,,,,,,,,,,,,,,,,,,,,,,
3,-2.4721026420593262,1.3156208038330082,0.48027324676513672,0.22685689926147479,0.043248176574707031,-1.2436766624450684,-2.2172472000122072,-0.77086334228515607,,,,,,,,,,,,,,,,,,,,,,,
