,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,2014-03-18,2014-03-19,2014-03-20,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.99413585662841797,0.24356365203857422,0.2536384582519533,0.30689334869384766,-3.03131103515625,-0.49059734344482386,-0.058366775512695312,0.49101670583089163,-0.66375350952148438,-0.41741485595703143,-0.081091690063476385,-0.30676422119140589,-0.48478965759277326,0.2746818542480467,0.090776443481445312,-0.032299041748046875,0.1623136520385744,-0.11805248260498047,0.53007793426513672,0.15539093017578143,-0.48688449859619176,0.50845432281494141,0.18520088195800799,0.18529243469238299,0.062627983093261896,0.08173103332519549,0.24150485992431658,0.11450691223144549,0.10145492553710955,0.77721195220947248,0.32280483245849645,-0.091180801391601562,-0.22714443206787127,-0.0029506683349609375,-0.26317996978759783,-0.019922256469726562,0.028891563415527344,0.37305736541748047,-0.58418242136637488
2,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.22109241485595721,-0.18565750122070312,-0.22366809844970703,0.41433334350585938,0.19495887756347674,0.074948310852050781,-0.030393600463867188,0.55674839019775391,0.57329311370849645,0.19488430023193359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
