,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.62027044296264577,0.22021846771240217,0.22036867141723615,0.67032337188720703,0.17025279998779297,0.42065238952636719,1.0202284812927243,0.82000341415405309,-0.17983779907226527,0.020990943908691051,-0.17907009124755824,0.22106151580810529,0.2205751419067381,0.020354843139648082,-0.77948207855224627,-0.17801389694213832,-0.17921123504638636,-0.079075813293457031,0.22062139511108381,-0.07958221435546875,-0.1793995857238766,0.020845985412597301,-0.57918405532836914,-0.17848215103149379,-0.079087257385253906,-0.079141616821289062,0.020433998107909801,-0.57924222946166992,-0.37853698730468732,-0.57886075973510742,-0.37849788665771467,0.021081066131591442,0.17034721374511719,-0.17955646514892543,-0.32906723022460938
2,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.22069196701049787,-0.17943630218505824,0.020823097229003551,0.087359587351482304,-0.17954311370849574,-0.57915258407592773,0.02155694961547816,0.42058849334716797,-0.32964468002319336,,,,,,,,,,,,,,,,,,,,,,,,,,
