,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.38554544448852557,0.81520652770996094,-1.4386701583862305,0.47250280380248988,0.012075138092041193,0.8135066032409668,0.61139230728149396,-0.18824243545532227,-0.18816328048706055,0.21279325485229528,0.61234979629516584,0.011292648315429865,-0.38733358383178729,0.061716079711914062,-0.18822193145751953,0.81685686111450195,-0.18869113922119141,0.81301784515380859,0.062000751495361328,0.31675338745117188,-0.18786239624023438,-0.96624927520751935,-0.68061790466308558,-0.38388938903808612,0.21292724609375036,-0.38754005432128924,-0.18551492691040039
2,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,,,,,,,,,,,,,,,,,,,,
3,-0.38666791915893572,-0.98490839004516584,0.9186642646789549,-1.3882028579711916,-0.25400781631469727,0.61879091262817365,0.81191825866699219,,,,,,,,,,,,,,,,,,,,
