,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.24380779266357422,-0.15587081909179723,-0.35575351715087855,-0.25548744201660156,0.44438476562500018,-0.25601673126220703,-0.50570392608642578,0.74408435821533203,0.043862152099609197,0.24458026885986328,0.64413490295410192,0.4440528869628908,-0.75613784790039062,-0.55592613220214826,0.24465847015380859,-0.25617885589599609,-0.35597953796386683,0.44437141418457049,-0.089131673177082149
2,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,
3,0.6442693710327152,1.4938249588012695,-0.2562103271484375,-0.75584602355957031,-0.49686622619628906,,,,,,,,,,,,,,
