Unnamed: 0,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-03-24,8.8,1.0,1.8,0.3074129857071034,0.0542614236170495,0.03634703703703705,0.0,0.0021532754629629627,0.0,0.2,0.010929328703703705,0.003948171296296296
2014-03-25,7.6,1.2,1.8,0.09856848536516054,0.058182268512469736,0.05002501157407407,0.0,0.0044139236111111115,0.006377199074074074,0.0,0.002413159722222223,0.001663101851851852
2014-03-26,8.4,-1.0,1.0,0.30365512425991403,0.10491814814507963,0.0846893055555556,0.0,0.0028288078703703704,0.0,0.2,0.009343738425925924,0.004984861111111111
2014-03-27,7.4,-1.2,1.0,0.10809412957208693,0.09913199072910676,0.08410028935185182,0.0,0.0040835185185185184,0.0033520486111111108,0.1,0.008492638888888888,0.00020515046296296297
2014-03-28,7.6,-1.0,1.2,0.3355837397178655,0.1406290740712925,0.0586151736111111,0.00038620370370370365,0.034598541666666684,0.003044155092592593,0.0,0.021647256944444443,0.01954368055555556
2014-03-29,7.2,-1.8,1.0,0.3700853779840849,0.06502217594120238,0.059084305555555536,0.0,0.007524178240740741,0.0,0.0,0.008257256944444446,0.002824444444444444
2014-03-30,6.2,-0.6,0.8,0.11063152039471913,0.11018476851284503,0.08452910879629627,0.0,0.0010985532407407409,0.0,0.0,0.0049912731481481475,0.00031599537037037034
2014-03-31,7.0,-1.2,0.6,0.2922268907563025,0.0631482870131731,0.031428576388888886,0.0,0.008412048611111108,0.0,0.1,0.013179849537037037,0.0062865856481481505
2014-04-01,7.5,-1.5,1.0,0.43874834656084655,0.08673953704260011,0.04910770833333334,0.0,0.04773916666666669,0.0,0.6,0.008176701388888888,0.03722246527777777
2014-04-02,7.4,-1.2,1.0,0.3712079450379943,0.10641943283655024,0.23980033564814834,0.0,0.009613263888888885,0.0,0.0,0.006707291666666668,0.004519398148148147
2014-04-03,7.6,-0.8,1.4,0.3039661452028189,0.13171645832558473,0.14541751157407407,0.0,0.0004115856481481482,0.0,1.0,0.004264525462962963,0.017920138888888878
2014-04-04,7.8,-0.6,1.0,0.19674225941227166,0.09318050929793598,0.08248153935185187,0.0,0.004607268518518518,0.0,0.3,0.007881747685185188,0.010631921296296294
2014-04-05,6.8,0.2,0.8,0.15646127217935726,0.14419359953315167,0.13699145833333332,0.0,0.0009554166666666664,0.0,0.0,0.006359872685185183,0.0010627083333333333
2014-04-06,6.25,0.25,0.75,0.32032102320237915,0.0963609722063497,0.07115886574074075,0.0,0.006091006944444446,0.0032801157407407423,0.0,0.004013877314814816,0.016457847222222224
2014-04-07,7.4,-0.4,1.0,0.30800465676571875,0.12289562499081655,0.14305368055555562,0.0,0.010613368055555556,0.0,0.2,0.0023860185185185182,0.0029508680555555555
2014-04-08,8.2,0.8,1.4,0.12433551478229142,0.1201954166922304,0.09243265046296294,0.0,0.0018321990740740746,0.0,0.2,0.011402905092592593,0.012464131944444446
2014-04-17,6.4,-1.2,1.0,0.04141105260380633,0.13476078704827366,0.10884568287037034,0.0007732175925925926,0.0037083680555555563,0.0,0.3,0.0008537731481481482,0.003329756944444444
2014-04-18,3.5,-1.0,-1.0,0.1181818181818182,0.011781273153093123,0.00801821759259259,0.0,0.0007703935185185185,0.0,0.0,0.0,0.0005795254629629631
2014-04-19,7.2,-0.6,1.0,0.2408505917967651,0.10430031251024316,0.07419081018518515,0.0013803240740740744,0.002231527777777777,0.0001789699074074074,0.1,0.004407939814814815,0.017138668981481482
2014-04-20,6.6,-1.6,0.6,0.2621848739495798,0.033745428251999394,0.06303425925925928,0.00017401620370370368,0.002035034722222223,0.0,0.0,0.00013252314814814813,0.00020484953703703697
2014-04-21,7.4,-1.4,1.0,0.15710176822377514,0.11880486111122145,0.10073783564814816,0.0,0.001615648148148148,0.0005063194444444443,0.0,0.0,0.0030313541666666674
2014-04-22,5.75,-1.25,0.75,0.2710352653846367,0.0849507523245282,0.06198562500000001,0.0,0.00573292824074074,0.0,0.1,0.0,0.017816180555555554
2014-04-23,7.4,-0.8,1.0,0.4385733488177098,0.045402465280559336,0.03124914351851852,0.0,0.0070895601851851875,0.0008216319444444443,0.5,0.0,0.006041620370370369
2014-04-24,7.666666666666668,1.0,1.0,0.4378101065601063,0.15928774307447452,0.03238023148148148,0.0,0.005712268518518518,0.0,0.2,0.0,0.006712025462962961
2014-04-25,7.75,-0.25,1.25,0.4405688439574525,0.06540093749209683,0.030486608796296288,0.0,0.019396608796296302,0.0,0.0,0.0,0.010514965277777774
2014-04-26,8.8,-1.8,1.6,0.16949476650563594,0.0854091087894307,0.0651942476851852,0.0,0.004825300925925926,0.0026177662037037033,0.0,0.0,0.0015557754629629628
