,Unnamed: 0,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2,2014-05-13,7.5,-0.25,0.75,0.05427813780879583,0.06258651619156204,0.03776659722222223,0.00016348379629629628,0.0010832523148148149,0.0,0.125,0.0014498263888888892,0.019171585648148155
3,2014-05-14,5.2,-1.0,-0.4,0.062171744331514976,0.07023112268635523,0.03774343750000001,0.0,0.005933020833333334,0.0002685185185185185,0.5,0.0016389930555555554,0.03089872685185185
4,2014-05-15,6.4,0.2,0.4,0.054496304533692336,0.10067950232989258,0.06386813657407406,0.0004539236111111111,0.002513784722222223,0.0,0.8125,0.0,0.024454097222222217
5,2014-05-16,7.0,0.0,1.0,0.021811648278147,0.054348773172608125,0.020131180555555548,0.0,0.006663865740740738,0.0,0.1875,0.0,0.00835710648148148
6,2014-05-17,7.6,-0.4,1.0,0.03005230340723862,0.05832467593252661,0.039706400462962976,0.0,0.0029206828703703704,0.0,0.0625,0.0,0.027004317129629637
7,2014-05-18,7.2,-0.2,0.6,0.026736111111111096,0.06880814815836922,0.04665346064814816,0.0,0.002581701388888889,0.0,0.375,0.00013769675925925926,0.015195034722222216
8,2014-05-19,7.4,0.25,0.75,0.007986111111111114,0.03375853009246013,0.02186866898148148,0.0,0.004526770833333334,0.0,0.125,0.00013935185185185182,0.006449479166666668
9,2014-05-20,7.0,0.0,1.0,0.04450887793133785,0.034393981477176705,0.01688452546296296,0.0,0.004573391203703704,0.0,0.375,0.0,0.012326793981481482
10,2014-05-21,6.2,0.2,0.4,0.0510416666666667,0.026390972211956968,0.014061805555555551,0.0,0.0005953472222222223,0.0,0.125,9.724537037037038e-05,0.010780937499999995
11,2014-05-22,6.6,0.6,0.8,0.042136437908496686,0.03463299767838583,0.025279768518518517,0.0,0.00042228009259259264,0.0,0.1875,0.0,0.010140567129629628
17,2014-05-28,6.6,0.0,0.5,0.09822330765912596,0.11640260417428278,0.0264,0.0,0.0014683912037037035,0.0063019444444444425,0.75,0.0,0.02379430555555555
18,2014-05-29,7.0,-0.4,0.8,0.01857181693744216,0.04856577545404436,0.03382135416666665,0.0,0.002280868055555556,0.0,0.0,0.0,0.023638553240740743
19,2014-05-30,7.4,0.2,1.2,0.03568424788578982,0.06625607640379003,0.043270891203703706,0.0,0.002918946759259259,0.0,0.75,0.0,0.009399942129629628
20,2014-05-31,7.0,1.0,1.0,0.2125195620196316,0.019734699072109337,0.007227962962962962,0.0,0.0,0.0,0.0,0.0,0.012304571759259263
21,2014-06-01,6.833333333333332,-1.0,0.6666666666666666,0.047362751785379936,0.05801991896772825,0.026728171296296302,0.0,0.008795925925925928,0.0,0.3125,0.0,0.018440856481481475
22,2014-06-02,6.75,0.3333333333333333,1.0,0.03904773900723553,0.05171978009243805,0.02863409722222223,0.0,0.009211446759259256,0.0,0.0625,0.0024542824074074076,0.011341655092592587
23,2014-06-03,7.8,0.4,1.0,0.09147694314185692,0.07545342592177565,0.0455705787037037,0.0,0.0008630208333333332,0.0,0.625,0.0,0.01842452546296296
24,2014-06-04,7.0,0.5,1.0,0.04638485469545906,0.06046136573508934,0.05160906249999999,0.0,0.0007978935185185184,0.0,0.125,0.0,0.008155787037037036
25,2014-06-05,7.0,0.0,1.0,0.1523427216624798,0.027448946750826316,0.011097465277777777,0.0,0.0019903240740740745,0.002612696759259259,0.6875,0.0,0.02024626157407408
26,2014-06-06,7.5,0.5,1.0,0.18947597457214285,0.03163578703447625,0.019802361111111114,0.0,0.0,0.0,1.0,0.0,0.010971875
