"time" "activity" "appCat.builtin" "appCat.communication" "appCat.entertainment" "appCat.finance" "appCat.office" "appCat.other" "appCat.social" "appCat.travel" "appCat.unknown" "appCat.utilities" "call" "circumplex.arousal" "circumplex.valence" "mood" "screen" "sms"
2014-04-16 "0.142857142857143, 0.217741935483871, 0.341666666666667, 0.225806451612903, 0.0583333333333333, 0.0254237288135593, 0.00840336134453781, 0.0166666666666667, 0, 0, 0.00840336134453781" "4.167, 4.009, 1.007, 8.034, 3.015, 3.012, 6.166, 2.007, 3.008, 3.024, 1.001, 1.156, 77.364, 2.304, 2.005, 5.01, 2.005, 2.008, 8.04, 3.057, 4.012, 10.327, 1.494, 3.012, 2.006, 7.237, 2.283, 1.906, 23.071, 6.685, 4.671, 5.057, 1.002, 34.007, 1.001, 58.572, 32.006, 4.198, 4.426, 4.536, 4.257, 7.221, 24.981, 5.996, 4.72, 1.001, 55.276, 0.692, 4.948, 4.083, 4.017, 5.021, 1.008, 4.015, 1.003, 6.018, 2.004, 4.047, 2.004, 5.031, 1.002, 3.026, 11.31, 0.71, 0.457, 5.015, 4.013, 2.007, 6.034, 4.01, 1.001, 6.017, 1.442, 2.973, 5.058, 10.039, 0.464, 1.659, 5.019, 4.08, 1.003, 1.436, 14.382, 5.04, 2.01, 1.002, 1.467, 23.085, 5.09, 5.022, 1.007, 1.003, 0.54, 3.041, 2.028, 5.122, 9.087, 7.04, 2.005, 3.009, 2.018, 5.106, 3.428, 3.059, 4.016, 3.007, 4.024, 3.016, 53.346, 5.016, 3.02, 3.012, 1.002, 3.327" "12.039, 154.648, 34.11, 4.07, 4.157, 14.05, 6.655, 3.008, 53.975, 9.198, 3.059, 203.995, 63.22, 11.046, 47.554, 2.011, 1.008, 6.02, 9.163, 51.672, 26.12, 86.353, 36.271, 7.024, 60.296, 9.121, 75.232, 98.387, 14.064" "1.02, 112.89, 53.22, 59.262, 62.373, 8.02" NA NA "16.058, 12.035, 2.016, 21.106, 2.008, 29.215, 25.178" "210.487, 8.027, 5.01, 210.632, 4.01, 997.397, 177.732, 53.366, 12.061, 34.371, 119.456, 13.04, 10.033, 1.019, 438.802, 285.094, 135.5, 5.091, 177.953, 6.17, 183.88, 9.035, 11.116, 237.164, 183.736, 4.016, 254.977, 78.322, 18.079, 108.341, 17.2, 41.256, 149.521" NA "27.135" "7.291, 3.02, 13.254, 9.679, 12.973, 14.368, 4.364, 6.692, 4.983, 31.179, 45.064, 12.065" "1, 1, 1, 1, 1" "-1, 1, 1" "1, -1, 1" "7, 6, 8" "20.0609998703003, 28.6039998531342, 1.92799997329712, 29.8150000572205, 4.6780002117157, 12.0439999103546, 38.0390000343323, 8.30100011825562, 61.6050000190735, 32.0099999904633, 4.20499992370605, 4.45099997520447, 4.55700016021729, 4.28099989891052, 7.24900007247925, 17.6440000534058, 6.00800013542175, 4.71700000762939, 14.2669999599457, 9.68799996376038, 12.9559998512268, 14.3619999885559, 4.48399996757507, 6.70499992370605, 4.99399995803833, 140.536000013351, 9.91600012779236, 4.97300004959106, 968.915999889374, 458.217000007629, 0.713000059127808, 0.479000091552734, 437.677000045776, 56.2039999961853, 33.7269999980927, 3.01900005340576, 251.401999950409, 1.67900013923645, 5.04200005531311, 34.6800000667572, 14.5199999809265, 354.351999998093, 28.188000202179, 262.96799993515, 254.276999950409, 9.25200009346008, 438.376000165939, 462.146000146866, 135.43499994278, 220.299000024796" "1"
2014-04-17 "0, 0.0333333333333333, 0, 0, 0, 0, 0.075, 0.346774193548387, 0.225, 0.0803571428571429, 0.120689655172414, 0.0166666666666667, 0.021505376344086, 0, 0.00847457627118644, 0.0104166666666667, 0.181818181818182, 0.225806451612903, 0.254237288135593, 0, 0.0315789473684211, 0.0283018867924528, 0" "34.74, 4.008, 2.01, 29.649, 3.629, 4.873, 9.698, 9.874, 5.757, 4.277, 60.026, 4.77, 4.759, 27.204, 20.334, 1.247, 79.14, 4.843, 99.143, 1.011, 34.971, 3.149, 8.079, 16.047, 13.049, 13.197, 4.016, 19.092, 2.006, 2.279, 3.036, 5.013, 36.693, 1.27, 33.822, 6.22, 7.038, 12.106, 4.029, 4.023, 6.057, 5.111, 2.005, 2.195, 2.005, 33.172, 4.08, 36.878, 9.059, 11.468, 17.178, 6.197, 10.102, 4.049, 6.041, 11.03, 3.021, 9.023, 4.123, 2.006, 3.324, 4.043, 2.005, 2.031, 1.8, 4.016, 0.485, 4.864, 2.134, 4.024, 1.005, 4.471, 0.482, 7.025, 1.843, 5.014, 29.425, 4.013, 2.798, 4.094, 30.144, 2.042, 1.921, 1.367, 3.009, 2.005, 22.079, 31.428, 2.018, 2.004, 4.026, 2.044, 2.081, 2.005, 4.063, 3.005, 2.944, 4.013, 4.131, 30.108, 5.022, 2.472, 33.476, 4.013, 35.104, 3.006, 1.76, 12.03, 31.501, 4.719, 4.854, 6.072, 1.082, 37.302, 4.009, 1.003, 9.038, 4.057, 3.014, 3.121, 45.248, 9.023, 1.003, 4.034, 5.017, 11.092, 2.004, 2.01, 13.038, 19.224, 2.011, 7.956, 9.961, 2.005, 1.003, 25.122, 36.113, 14.047, 29.983, 31.161, 27.383, 26.086, 8.028, 45.785, 4.017, 20.057, 9.022, 6.312, 5.014, 6.019, 4.008, 53.751, 18.047, 28.159, 0.875, 9.923, 4.336, 15.572, 1.088, 24.386, 5.033, 105.175, 1.09, 11.756, 2.518, 1.125, 2.004, 5.013, 5.262, 2.152, 1.007, 29.386, 4.057, 2.007, 4.045, 1.002, 3.005, 2.111, 38.282, 4.102, 4.025, 68.35, 66.413, 94.621, 4.01, 14.095, 3.006, 2.196, 73.343, 2.708, 9.182, 4.913" "71.309, 74.445, 16.291, 50.172, 30.173, 29.134, 21.083, 10.156, 7.164, 24.079, 6.62, 4.01, 98.339, 24.163, 64.342, 4.014, 41.248, 19.052, 5.577, 64.2, 46.104, 24.09, 38.965, 75.401, 5.014" "62.189, 5.167, 25.107, 1.029, 115.851, 45.79, 147.724, 103.949, 95.684, 113.576, 204.121" NA NA "39.422, 33.272, 21.409, 22.075, 36.656" "30.387, 3.327, 5.146, 122.438, 2.009, 225.826, 30.302, 136.529, 20.082, 99.659, 5.255, 510.034, 69.428, 117.314, 57.251, 89.764, 1.002, 3.055, 265.946, 10.683, 83.35, 51.264, 24.085, 12.045, 107.453, 157.58, 97.462, 53.279, 3.411, 4.667, 3.02, 1.785, 4.027, 126.595, 4.032, 127.185, 5.014, 33.207, 86.313, 123.518, 41.145, 123.063, 55.372, 36.032, 217.621, 138.986, 68.44, 5.225, 98.066, 5.03, 131.617, 107.6, 2.748, 43.953, 86.364, 75.401, 14.062, 32.09, 16.046, 30.313, 35.148, 20.721, 6.042, 1.02, 34.094, 38.23, 56.273, 32.151, 31.105, 16.078, 13.767, 12.172, 54.36, 19.061, 13.033, 15.06, 1.003, 49.84, 211.844, 40.279, 29.928, 30.284, 86.272, 335.266, 993.195" NA NA "7.821, 1.857, 19.498, 4.651, 4.783, 3.009, 7.065, 6.022, 5.022, 4.108, 6.021, 8.383, 4.816, 6.854, 5.508, 10.188, 2.073, 4.014, 5.012, 13.06, 36.97, 4.232, 21.294, 17.524, 3.007, 31.342, 10.476, 4.187, 2.469, 4.096, 6.026, 2.02, 1.002, 9.035" "1, 1" "0, -1, -1, 0, -1" "1, 1, 1, 2, 2" "8, 6, 7, 7, 8" "34.7509999275208, 34.3999998569489, 3.40399980545044, 129.615000009537, 31.6859998703003, 3.63700008392334, 4.88100004196167, 9.67400002479553, 9.88800001144409, 5.7590000629425, 4.29900002479553, 60.0380001068115, 4.79300022125244, 4.76199984550476, 47.5789999961853, 9.09999990463257, 1.91400003433228, 19.5260000228882, 4.71399998664856, 4.81099987030029, 82.1900000572205, 4.8730001449585, 99.0110001564026, 8.09700012207031, 41.0069999694824, 630.567000150681, 51.9129998683929, 39.2170000076294, 129.124000072479, 806.069000005722, 20.5120000839233, 256.460999965668, 296.516000032425, 9.56500005722046, 4.72300004959106, 6.92300009727478, 5.50200009346008, 500.641999959946, 17.8959999084473, 85.183000087738, 55.798999786377, 4.8899998664856, 2.17499995231628, 73.055999994278, 0.488999843597412, 21.2950000762939, 120.859000205994, 45.8040001392365, 177.157999992371, 114.286000013351, 191.888000011444, 2.03600001335144, 1.92799997329712, 1.4060001373291, 155.80999994278, 3.44099998474121, 26.7730000019073, 103.188999891281, 186.228999853134, 72.3980000019073, 135.326999902725, 403.34700012207, 221.768000125885, 55.3220000267029, 36.0199999809265, 217.661000013351, 138.987999916077, 68.4590001106262, 5.23000001907349, 98.0820000171661, 172.867000102997, 38.2620000839233, 112.638999938965, 2.69000005722046, 43.9550001621246, 88.8740000724792, 33.4730000495911, 85.1729998588562, 119.006000041962, 4.73199987411499, 4.84800004959106, 233.133000135422, 37.25, 474.106999874115, 13.9790000915527, 13.7339999675751, 42.2190001010895, 58.5269999504089, 134.307999849319, 58.4609999656677, 81.8420000076294, 51.1670000553131, 1.35599994659424, 9.90899991989136, 4.32500004768372, 15.5730001926422, 14.135999917984, 37.0360000133514, 28.6280000209808, 21.2799999713898, 17.5310001373291, 113.190999984741, 31.3529999256134, 10.470999956131, 17.0590000152588, 2.51100015640259, 3.57299995422363, 4.05000019073486, 1159.77200007439, 104.949000120163, 42.2160000801086, 106.276000022888, 8924.85199999809, 9.2039999961853, 4.94900012016296" NA
2014-04-18 "0.0347826086956522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0254237288135593, 0, 0.0583333333333333, 0.0504201680672269, 0.162393162393162, 0.294117647058824, 0.0813008130081301, 0.0252100840336134, 0.00847457627118644, 0.0178571428571429, 0.025, 0.092436974789916, 0, 0.00869565217391304" "4.041, 2.004, 2.003, 3.962, 19.873, 9.782, 3.068, 8.027, 4.014, 2.007, 2.017, 2.004, 16.14, 2.013, 2.146, 9.855, 19.731, 17.108, 32.707, 5.025, 1.001, 1.002, 30.155, 3.03, 4.01, 1.001, 6.182, 51.98, 5.019, 50.296, 5.041, 31.257, 3.021, 4.013, 80.38, 1.641, 4.543, 3.063, 1.002, 4.01, 1.002, 1.648, 6.038, 34.736, 3.01, 1.004, 1.003, 1.43, 4.874, 1.075, 39.186, 26.11, 29.196, 12.04, 3.032, 5.015, 29.654, 11.061, 1.013, 15.084, 5.023, 3.017, 1.002, 30.197, 23.961, 4.037, 32.088, 43.12, 1.001, 55.084, 42.179, 36.942, 56.582, 1.014, 34.965, 9.67, 6.458, 7.2, 1.01, 34.45, 49.309, 1.006, 3.009, 3.01, 80.236, 1.006, 1.003, 34.91, 1.015, 4.144, 3.007, 2.021, 2.004, 1.004, 2.004, 4.029, 3.018, 4.191, 3.008, 2.062, 3.185, 3.01, 1.002, 3.007, 1.517, 2.009, 2.013, 0.545, 4.057, 2.006, 2.253, 4.011, 4.011, 5.029, 3.027, 5.014, 6.069, 48.195, 1.297, 4.038, 2.004, 1.022, 1.005, 2.129, 35.201, 2.007, 4.012, 1.237, 22.077, 12.049, 4.071, 1.854, 2.015, 1.677, 4.564, 3.034, 2.019, 27.711" "3.025, 10.062, 26.421, 73.296, 184.704, 27.09, 32.178, 2.007, 119.399, 170.587, 235.736, 142.84, 200.639, 259.129, 43.361, 42.96, 3.016, 19.067, 3.096, 82.218, 75.399, 9.018, 28.146, 16.056, 2.004, 22.083" "381.544, 89.529, 204.339" NA NA "17.176, 24.207, 11.048, 18.179" "28.097, 10.028, 65.426, 13.038, 108.443, 272.138, 69.236, 228.86, 22.067, 2.007, 42.17, 9.03, 58.421, 422.018, 9.036, 324.188, 103.859, 2.079, 74.324, 186.758, 1.013, 81.298, 34.122, 46.158, 7.08, 97.367, 1.404, 3.029, 18.265, 221.801, 253.99, 14.213, 184.658, 2.01, 24.072, 65.306, 69.293, 272.22, 5.079, 2.007, 76.24, 113.537, 143.563, 275.972, 178.801, 191.8, 18.045, 710.737, 904.726, 132.404, 23.062, 15.043, 42.255" NA NA "4.072, 4.007, 2.006, 8.041, 3.008, 3.006, 32.037, 6.021, 5.022, 3.037, 11.572, 3.005, 7.502, 8.026, 2.007" "1, 1, 1" "-2, -2, 0, 1, -1" "1, -1, 1, 1, 2" "7, 6, 7, 8, 9" "115.628999948502, 19.8870000839233, 9.81200003623962, 1134.94199991226, 9.83300018310547, 19.7380001544952, 59.9119999408722, 154.117000102997, 148.565999984741, 1220.24300003052, 4.5770001411438, 19.7840001583099, 36.4730000495911, 330.637000083923, 4.86600017547607, 218.574000120163, 36.8340001106262, 90.4470000267029, 36.1579999923706, 47.1640000343323, 58.0450000762939, 50.6529998779297, 39.9649999141693, 59.9700000286102, 33.0729999542236, 40.9790000915527, 9.65499997138977, 6.28200006484985, 7.19600009918213, 40.5220000743866, 49.305999994278, 117.401999950409, 12.5729999542236, 38.9420001506805, 8.56599998474121, 2258.26099991798, 4.44299983978271, 545.293999910355, 280.677999973297, 167.19000005722, 276.241999864578, 518.069000005722, 249.52799987793, 1008.49499988556, 1309.06699991226, 26.7919998168945, 4.55699992179871, 90.0979998111725" "1"
2014-04-19 "0, 0, 0, 0, 0, 0, 0, 0, 0.601851851851852, 0.711864406779661, 0.495798319327731, 0.669491525423729, 0.644067796610169, 0.691666666666667, 0.347457627118644, 0.584745762711864, 0.6, 0.431034482758621, 0, 0.26890756302521, 0.0347826086956522, 0.0666666666666667, 0.075, 0" "9.73, 8.061, 4.013, 0.828, 19.614, 5.165, 31.503, 33.391, 29.087, 29.522, 45.057, 4.014, 45.867, 50.62, 4.917, 37.268, 5.06, 51.767, 28.708, 2.939, 12.65, 1.014, 56.308, 1.006, 128.733, 387.656, 5.043, 3.311, 156.749, 1.155, 3.008, 2.006, 52.157, 1.324, 4.015, 24.203, 1.189, 7.174, 5.035, 3.018, 32.116, 3.039, 69.53, 1.814, 6.026, 2.087, 29.097, 1.216, 4.008, 9.031, 3.044, 16.057, 2.003, 9.026, 22.089, 24.118, 3.007, 10.042, 1.783, 5.157, 7.017, 2.258, 6.023, 3.172, 2.047, 12.279, 1.003, 2.225, 3.031, 18.978, 3.009, 2.393, 6.017, 33.445, 40.037, 2.004, 2.196, 1.002, 3.008, 36.387, 36.632, 43.043, 56.499, 22.775, 1.002, 3.015, 40.417, 32.891, 10.382, 9.05, 2.019, 53.939, 9.565, 6.161, 4.024, 40.222, 8.662, 5.148, 5.092, 123.582, 17.257, 158.513, 9.497, 5.035, 1.513, 2.011, 15.137, 2.774, 1.794, 4.991, 4.669, 4.016, 71.487, 1.002, 2.03, 81.287, 3.017, 29.948, 2.657, 3.008, 2.007, 1.002, 2.004, 1.002, 3.15, 7.019, 4.033, 3.016, 2.017, 3.013, 54.811, 22.118, 3.027, 6.018, 2.003, 4.386, 4.088, 4.009, 1.242, 9.207, 12.049, 3.015, 1.001, 14.672, 4.026, 3.012, 1.441, 2.252, 17.352" "3.011, 11.076, 11.037, 7.028, 1.025, 3228.133, 4.677, 5.017, 9.099, 6.165, 124.474, 64.392, 11.036, 38.149, 1.007, 30.168, 4.015, 88.498, 135.606, 5.226, 33.187, 132.416, 4.077, 5.136, 13.386, 6.441, 6.017" "7.02, 292.535, 138.889" NA NA "10.144, 15.054, 30.257" "33.302, 15.093, 8.031, 86.44, 25.339, 16.07, 8.029, 591.542, 5.014, 8.064, 3.015, 84.477, 357.569, 266.022, 468.055, 9.043, 17.05, 345.356, 11.928, 43.191, 1.002, 25.224, 47.16, 4.031, 600.738, 19.133, 83.293, 265.842, 511.011" NA NA "4.016, 4.263, 4.177, 10.225, 6.382, 5.021, 3.015, 5.048, 4.017, 3.163, 5.011, 11.537, 16.023, 2.041" "1, 1" "2, -1, -1" "2, 0, 1" "9, 7, 7" "9.76900005340576, 49.220999956131, 19.6440000534058, 5.16200017929077, 36.1570000648499, 33.3840000629425, 33.3870000839233, 29.5350000858307, 45.069000005722, 49.8999998569489, 50.6399998664856, 4.92599987983704, 37.2769999504089, 5.06599998474121, 51.1159999370575, 28.7289998531342, 2.96500015258789, 12.6579999923706, 61.569000005722, 11.2580001354218, 6.40100002288818, 133.753999948502, 387.65900015831, 166.398999929428, 73.6579999923706, 29.4360001087189, 7.22500014305115, 120.77999997139, 1.82500004768372, 49.5060000419617, 84.4300000667572, 28.8079998493195, 19.875, 14.4779999256134, 138.734999895096, 152.094000101089, 208.827000141144, 47.6159999370575, 41.7489998340607, 43.0909998416901, 60.5050001144409, 22.8049998283386, 47.6150000095367, 37.9099998474121, 791.838999986649, 9.59599995613098, 6.13900017738342, 44.2769999504089, 8.71000003814697, 309.712999820709, 9.50999999046326, 6.59300017356873, 11.5729999542236, 16.0390000343323, 21.9989998340607, 1.75999999046326, 5.00600004196167, 4.67799997329712, 204.81600022316, 2.6710000038147, 3199.38599991798, 52.2980000972748, 95.550999879837, 1049.05500006676, 483.563999891281, 136.537000179291, 55.2630000114441, 9.22200012207031, 35.2469999790192, 14.6960000991821, 87.319000005722, 265.855000019073, 527.457000017166, 6.45500016212463, 7.52999997138977, 2.30900001525879, 17.3479998111725" NA
2014-04-20 "0, 0.00819672131147541, 0, 0, 0, 0, 0, 0, 0.111111111111111, 0.075, 0.025, 0.0916666666666667, 0.0338983050847458, 0.0252100840336134, 0.0504201680672269, 0.0169491525423729, 0, 0.169491525423729, 0.0583333333333333, 0.0168067226890756, 0, 0.0168067226890756, 0.00854700854700855" "3.06, 3.006, 2.571, 7.033, 7.012, 12.153, 11.054, 2.018, 3.037, 8.52, 2.3, 2.057, 10.156, 1.33, 19.197, 24.594, 19.765, 2.025, 2.004, 1.001, 3.011, 2.006, 29.928, 5.015, 5.113, 3.01, 2.292, 1.353, 4.01, 3.169, 2.051, 13.053, 1.016, 0.133, 5.023, 3.029, 1.432, 3.236, 1.226, 4.011, 2.007, 4.395, 3.019, 1.731, 2.062, 2.043, 3.007, 3.009, 0.738, 0.435, 0.331, 3.006, 0.788, 4.05, 0.958, 4.696, 3.009, 1.005, 2.808, 3.009, 126.01, 3.007, 1.011, 19.085, 3.007, 16.415, 3.013, 4.012, 2.005, 1.003, 1.331, 4.078, 2.004, 1.002, 1.002, 0.869, 3.489, 4.01, 1.02, 1.001, 1.002, 2.003, 1.002, 1.002, 1.008, 1.005, 1.002, 2.004, 2.007, 3.008, 1.001, 2.926, 2.016, 2.02, 1.036, 2.003, 1.002, 2.005, 7.601, 4.055, 4.017, 1.002, 1.005, 1.002, 2.247, 3.008, 3.006, 0.99, 6.021, 1.006, 0.99, 4.029, 3.01, 0.809, 3.057, 5.022, 5.403, 3.015, 2.332, 3.006, 1.002, 2.011, 1.001, 1.44, 4.074, 2.004, 0.776, 6.014, 3.005, 1.003, 3.006, 1.003, 1.02, 1.352, 6.296, 2.008, 2.598, 4.066, 1.646, 2.006, 2.055, 14.616, 4.015, 1.005, 2.006, 2.008, 3.392, 5.022, 1.028, 2.22, 4.366, 3.953" "18.851, 4.011, 9.04, 12.045, 641.539, 78.319, 327.125, 5.032, 31.095, 68.287, 5.02, 33.367, 3.006, 5.016, 58.262, 32.472, 14.048, 47.32, 176.616, 12.054, 21.93, 4.019, 2.153" "199.192, 24.116, 119.651, 25.098, 1.002, 890.937, 2.318, 112.388, 4.044, 1.008, 146.754" NA NA "14.348, 11.047, 12.145, 9.034, 14.274" "133.473, 18.079, 47.257, 214.677, 204.086, 300.206, 241.744, 14.096, 187.005, 6.216, 45.115, 93.32, 49.191, 454.73, 6.048, 131.796, 613.598, 300.163, 8.018, 19.053, 1.004, 203.828, 5.051, 53.1, 3.136, 3.035, 106.53, 29.156, 1.002, 165.713, 260.008, 38.445, 54.239, 32.415, 10.078, 11.025, 123.578, 16.06, 34.261, 164.721, 17.31, 53.41, 9.035, 30.102, 41.453, 45.158, 9.035, 5.217, 73.297, 58.171, 172.69, 22.074, 48.207, 178.862, 30.316, 3.49, 31.113, 44.181, 16.056, 82.501, 3.008, 13.064, 23.079, 23.277, 18.046, 12.033, 97.36, 27.111, 8.102, 41.183, 25.161, 21.062, 11.048, 16.078, 36.113, 89.386, 13.038, 8.023, 10.033, 108.992, 3.008, 24.274, 75.634, 9.036, 141.738, 9.03, 401.422, 11.034, 1.002, 201.629, 29.714, 239.049, 94.295, 268.162" NA NA "3.01" NA "-2, 1, 0, 1, 0" "1, 1, 2, 1, 1" "7, 8, 7, 8, 7" "21.949000120163, 143.108999967575, 832.670000076294, 735.069999933243, 43.8100001811981, 19.7649998664856, 10.1659998893738, 140.463999986649, 191.013000011444, 89.7300000190735, 59.3409998416901, 102.786000013351, 29.3399999141693, 514.347999811172, 10.7950000762939, 486.031000137329, 0.434000015258789, 0.332000017166138, 617.395000219345, 364.388999938965, 4.68899989128113, 279.053999900818, 128.993999958038, 84.2809998989105, 1275.44499993324, 394.075999975204, 3.50600004196167, 982.305999994278, 213.197999954224, 180.405999898911, 136.319999933243, 182.302999973297, 48.1530001163483, 57.3400001525879, 54.1660001277924, 71.8489999771118, 21.414999961853, 323.646999835968, 26.9389998912811, 27.9329998493195, 127.078000068665, 118.322000026703, 118.681999921799, 153.582999944687, 14.7510001659393, 405.493999958038, 14.6039998531342, 264.716000080109, 391.215000152588, 379.080999851227" NA
2014-04-21 "0, 0.2, 0, 0.087719298245614, 0.0593220338983051, 0, 0.0413223140495868, 0.0252100840336134, 0.0416666666666667, 0.0333333333333333, 0, 0, 0.0583333333333333, 0.0677966101694915, 0.0166666666666667, 0" "2.005, 1.004, 4.012, 2.005, 3.006, 3.008, 2.006, 4.017, 2.052, 3.007, 7.034, 1.001, 3.011, 1.004, 4.112, 6.745, 2.005, 5.102, 2.003, 14.043, 5.018, 38.706, 2.121, 4.026, 2.005, 12.897, 4.653, 4.018, 1.004, 2.006, 17.244, 1.413, 15.059, 30.785, 4.012, 5.015, 2.009, 3.02, 1.002, 30.562, 3.076, 2.006, 1.002, 1.009, 7.099, 1.984, 4.606, 3.04, 2.005, 2.004, 0.369, 4.012, 3.015, 2.014, 6.334, 0.668, 2.049, 1.967, 1.714, 2.023, 3.008, 1.003, 1.002, 2.757, 3.022, 3.011, 0.974, 4.674, 4.018, 2.022, 4.02, 0.902, 12.4, 2.02, 3.006, 5.011, 2.021, 1.489, 3.007, 4.062, 30.886, 128.496, 2.01, 3.01, 2.126, 1.002, 1.004, 6.104, 2.009, 2.005, 1.29, 3.006, 2.534, 3.007, 3.005, 2.007, 3.007, 2.936, 9.983, 34.411, 3.034" "62.233, 4.012, 146.52, 116.359, 136.492, 52.136, 62.222, 72.619, 78.366, 62.482, 14.074, 100.399, 62.193, 160.441, 37.652, 1.88, 4.142, 25.455, 3.007, 1.004, 171.648, 15.109" "20.108, 254.324, 8.037, 19.068, 25.244, 29.483, 207.137, 200.637, 100.734, 81.308, 3.168, 4.046, 9.046" NA NA "11.034, 10.091, 9.035, 5.014, 8.023, 20.078" "69.288, 53.22, 208.751, 18.052, 232.871, 52.209, 82.446, 182.886, 29.165, 5.031, 417.854, 154.524, 64.232, 8.028, 142.548, 4.012, 58.185, 108.383, 22.072, 34.099, 331.34, 463.873, 11.042, 117.414, 2.105, 167.604, 394.46, 113.908, 19.086, 56.175, 123.457, 45.158, 8.66, 4.019, 35.339, 10.031, 106.38, 27.255, 647.057, 650.312, 305.802, 44.179, 59.192, 48.329, 2.171, 68.694, 37.914, 3.353, 6.033, 23.062, 194.749, 338.026, 76.859, 73.629, 159.36, 14.598, 512.864, 41.58, 7.039, 1843.297" "3.019" NA "4.208" NA "-1, 1, 0, -2, 2" "-1, 1, 1, 1, 1" "6, 8, 7, 7, 8" "131.15900015831, 2.11400008201599, 143.374000072479, 4.67499995231628, 283.065999984741, 298.013999938965, 93.4320001602173, 93.2709999084473, 244.037000179291, 90.7689998149872, 901.896999835968, 4.65400004386902, 333.602999925613, 1.92799997329712, 6.67199993133545, 200.111999988556, 26.4720001220703, 0.641999959945679, 398.490999937057, 1.73499989509583, 115.951999902725, 378.184000015259, 67.3280000686646, 4.69700002670288, 12.7530000209808, 41.4790000915527, 121.379999876022, 41.8729999065399, 1849.67100000381, 45.7120001316071, 246.654000043869, 343.914000034332, 83.2389998435974, 37.944000005722, 252.609999895096, 343.601000070572, 164.256999969482, 3.16999983787537, 79.7229998111725, 159.374000072479, 14.6059999465942, 512.862999916077, 41.5860002040863, 22.0659999847412, 10.0019998550415, 34.4370000362396, 1846.35100007057" NA
