Fold,MAE,MSE,RMSE,User
2,0.3857114182037079,0.22856926779396722,0.47808918393325656,AS14.12
2,0.5630566230414774,0.8045615832857875,0.8969735688891772,AS14.13
2,0.5111184012468118,0.3281275258462129,0.5728241666045637,AS14.14
2,0.183003611590498,0.09610150010528005,0.31000241951520324,AS14.15
2,0.3903909958142534,0.27375628687871334,0.5232172463506085,AS14.16
2,0.24029252948646113,0.11217639964542891,0.3349274543023144,AS14.17
2,0.3411678481410658,0.1822420391766324,0.4268981601935436,AS14.19
2,0.22742510855941406,0.12058754832935745,0.3472571789457454,AS14.20
2,0.2471744032376678,0.18978855128917052,0.43564727852836466,AS14.23
2,0.2999149182600228,0.15617807007988896,0.39519371209558607,AS14.24
2,0.35838183014037234,0.17014124496591138,0.4124818116789047,AS14.25
2,0.3656880451834618,0.17348769786077992,0.4165185444380357,AS14.26
2,0.5075174543700104,0.544061433547973,0.7376052016817486,AS14.27
2,0.36172801062935567,0.21607181437265652,0.4648352550879252,AS14.28
2,0.4457816054330088,0.3965897761322267,0.6297537424519418,AS14.29
2,0.19090671659354,0.07477086528023409,0.27344261789310403,AS14.30
2,0.19014467177477198,0.056701420049651306,0.23812059980113293,AS14.31
2,0.5203142481307158,0.4588550500946819,0.6773884041631374,AS14.33
3,0.3573929453387069,0.21795615914624114,0.4668577504403682,AS14.01
3,0.488857188239197,0.31191867081468694,0.5584967957067318,AS14.02
3,0.30976881324700467,0.16192662402119465,0.40240107358355126,AS14.03
3,0.4804900332645183,0.6093291424182516,0.7805953768875726,AS14.05
3,0.4107155514219564,0.2587533153680979,0.5086780075530078,AS14.06
3,0.7553133568160406,0.9338807937199655,0.9663750792109477,AS14.07
3,0.43156022425852786,0.2371384930543337,0.4869686776932719,AS14.08
3,0.39671617515341584,0.20656819006849078,0.4544977338430752,AS14.09
3,0.39037760566948404,0.22558293433539017,0.47495571828896865,AS14.12
3,0.5281151622753535,0.4181059890052229,0.6466111575013401,AS14.13
3,0.5638871867694459,0.39393374885224963,0.6276414174130398,AS14.14
3,0.2700962368550516,0.166055017987571,0.4074984883255041,AS14.15
3,0.3885733902289785,0.25161494372593207,0.5016123440725239,AS14.16
3,0.26805087503941294,0.09563640872613988,0.3092513681879837,AS14.17
3,0.28667337804506826,0.1495558057918161,0.3867244571937701,AS14.19
3,0.34916872881266603,0.18967946743558484,0.4355220630870322,AS14.20
3,0.2416670837194339,0.0995827808604397,0.31556739511622506,AS14.23
3,0.313901439619102,0.18075573428493447,0.4251537772205893,AS14.24
3,0.4459060798359551,0.29179609546425606,0.5401815393589974,AS14.25
3,0.3731181704118305,0.2360157748525701,0.48581454779840644,AS14.26
3,0.46691426105894757,0.41879251603308437,0.6471418051965769,AS14.27
3,0.46805989494398964,0.3496747746150987,0.5913330488101428,AS14.28
3,0.45755602769293346,0.3864324014145164,0.6216368726310533,AS14.29
3,0.19831527798666493,0.08475375866585677,0.2911249880478431,AS14.30
3,0.28929567724134786,0.12804133998821732,0.35782864612579207,AS14.31
3,0.5427176283218331,0.4307835123962868,0.6563410031350219,AS14.33
4,0.3640575280416326,0.17726045132405677,0.4210231007012047,AS14.01
4,0.5396680126800467,0.4899283656059345,0.6999488307054555,AS14.02
4,0.25393766000017376,0.12387522630181456,0.35195912589648043,AS14.03
4,0.39137868999277786,0.6834461747769693,0.8267080347843302,AS14.05
4,0.424999957781279,0.2775043877674297,0.5267868523107138,AS14.06
4,0.8269050831529237,1.2690098986869336,1.1265033948847796,AS14.07
4,0.43978978533217944,0.2563882143594876,0.5063479182928351,AS14.08
4,0.5009437899422858,0.4026173775634449,0.6345213767584548,AS14.09
4,0.36250570153948986,0.2186585332385143,0.4676093810420342,AS14.12
4,0.5270186237357539,0.6837652133854982,0.8269009695153938,AS14.13
4,0.44029038373090246,0.27925373959296657,0.5284446419379863,AS14.14
4,0.20542950332355753,0.08696827357434762,0.29490383784269003,AS14.15
4,0.3524278402322487,0.17445144685734087,0.4176738522547717,AS14.16
4,0.16738856322326304,0.044871447280277164,0.21182881598186107,AS14.17
4,0.3005904895048459,0.14781553506321743,0.3844678595971547,AS14.19
4,0.29670142798216764,0.1492092617031107,0.3862761469507413,AS14.20
4,0.26212569140966663,0.17791825913536216,0.4218035788555642,AS14.23
4,0.2703431208007875,0.10776735976374535,0.3282793928405275,AS14.24
4,0.4203110467017185,0.27535401885434146,0.5247418592549498,AS14.25
4,0.5457769779473022,0.4018251990596952,0.6338968362909656,AS14.26
4,0.4991748521935813,0.5268334486508778,0.7258329343939126,AS14.27
4,0.4647008159370129,0.3262794386048911,0.5712087522131389,AS14.28
4,0.2794025705898111,0.15542427735705755,0.3942388582535435,AS14.29
4,0.20765851130434085,0.08728917139902155,0.29544740885481047,AS14.30
4,0.3174513982706392,0.13160397610912256,0.36277262315274367,AS14.31
4,0.24427495239948724,0.09951953784953164,0.31546717396510787,AS14.33
