,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,0.05801307059317118,-1.2257651710923883,-0.8244729669738433,0.9175286521916917,0.18209276158734689,-0.15206728775912648,0.7133934014439829,-0.04089551048729767,0.5353130274712665,0.082698595459334,-0.020118343353277446,-0.22730694546082209,0.41405236246653754,0.012388662660470118,-0.00819129204512059,0.40877769148813137,-0.0326269361121545,-1.2657991906212995,-0.021121847984039377,0.188187396254488
2,2014-04-24,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,,,,,,,,,,,,,,
3,-0.1771907430146431,0.2463851583478398,2.544013215675582,2.1189649880248282,1.959922568609346,1.417542607540537,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,
5,0.01,0.5,0.1,poly,,,,,,,,,,,,,,,,
