,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-25,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02
1,0.3606451318327002,-0.24870402288764204,-1.5660099373904384,-0.2680594739587603,0.10607220286378283,-0.044443898589258346,0.07368608883540428,0.011994665712293795,-1.0253914673975117,-1.2870758521297487,0.14093975161866634,0.9218385235541655,0.7873802646166297,0.4378455609613807,-0.4540182737340359,-0.19391773920462185,-0.3073588894886088,0.07573242445570827,-0.8077341429274041,-1.0141794914741906,0.20246099749634272,1.1408125814696044,-0.06608360385080303,0.26991563781910255,0.5036134754075023,-0.19584747115726486,0.20984045817756858,0.07583397007846049
2,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,,,,,,,,,,,,,,,,,,,,
3,-0.7146991943050631,-3.5333616737590416,0.4074013999346864,-0.2026970046929124,0.5674688726665371,-1.2787309011837449,0.2632378676915925,0.40034649863619,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,
5,0.1,0.1,0.1,poly,,,,,,,,,,,,,,,,,,,,,,,,
