,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,2014-04-26
1,0.00781915005927658,0.33691933195855217,-0.0024792252136656145,0.007196240234589091,-0.15423221779956275,0.5104708473066237,-0.9440706703090651,0.351847451188223,0.010080617387711932,0.43753016620116814,-0.048946780242886234,-0.04046840765759008,0.7955554272486101,-0.01102584254140293,-0.6829928508830561,-0.2698351985688987,-0.02547711331935698,-0.241530233776575,0.04443267011420193,0.007900813685000507,-0.6024905386340995,0.35131911317002995,0.4130703969337448,1.2728550104456646
2,2014-04-13,2014-04-14,2014-04-15,2014-04-16,2014-04-17,2014-04-18,2014-04-19,,,,,,,,,,,,,,,,,
3,-0.9487793126207178,-0.6342724855064716,-0.26153524741521306,-0.8299459852249127,0.5999679276237204,0.04013385416697002,1.5904358995464465,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,
5,0.01,1,0.01,poly,,,,,,,,,,,,,,,,,,,,
