,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,2014-03-21,2014-03-22,2014-03-23,2014-03-24,2014-03-25,2014-03-26,2014-03-27,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-05,2014-04-06,2014-04-07,2014-04-08,2014-04-09,2014-04-10,2014-04-11,2014-04-12,2014-04-13,2014-04-14,2014-04-15,2014-04-26,2014-04-27,2014-04-28,2014-04-29,2014-04-30,2014-05-01,2014-05-02,2014-05-03,2014-05-04,2014-05-05
1,-0.07606144392205927,-0.4360456557903003,0.36592331548292556,-0.04959293548345034,0.3315743436099643,-0.4188828547905068,-0.592651627888606,-0.602053345064328,0.370018012954187,-0.012615028999566569,0.735428439932619,0.19743212508229746,-0.41675072900296595,0.015905042761295007,0.4999999889140181,0.3913391203317058,0.538636467337712,-0.06377503743713842,-0.5697739958165808,-0.8072109688529547,0.6151063287247283,0.5716452081847478,-0.07726578439271314,0.4999999186501016,-0.48316999601288124,-0.6861214874376991,-0.5987498593110239,-0.596276925837957,-0.834366860148708,-0.7010494789133812,0.3219229851023151,0.5350083596062003,0.5428032226726627,0.5261802469288313,-0.24558356220649724,-0.39411763944183065
2,2014-04-16,2014-04-17,2014-04-18,2014-04-19,2014-04-20,2014-04-21,2014-04-22,2014-04-23,2014-04-24,2014-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-0.3774653615958332,-0.7165049743079441,-0.6978181863859181,1.2030275955515393,-0.4910976641380227,-0.4409571692645784,-0.8568379296034037,-1.2398584151062817,0.20134340873054413,-0.22524986803684133,,,,,,,,,,,,,,,,,,,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5,1.5,0.1,rbf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
