,0,1,2,3,4,5,6,7,8,9,10,11
0,2014-03-28,2014-03-29,2014-03-30,2014-03-31,2014-04-01,2014-04-02,2014-04-03,2014-04-04,2014-04-09,2014-04-10,2014-04-11,2014-04-12
1,-0.8833333332000128,0.9166666667922652,-0.5833333333012147,-0.33333333328354353,-0.8833333332931952,-0.08333333329547354,0.2500000000807656,0.4166666667118104,0.9166666666897783,-0.4166666666548551,0.6666666666826462,0.4166666666745513
2,2014-04-05,2014-04-06,2014-04-07,2014-04-08,,,,,,,,
3,0.3166666666981879,0.3166666666828206,-0.08333333332110904,-0.2833333333182262,,,,,,,,
4,epsilon,C,tol,kernel,,,,,,,,
5,0.5,1.5,0.0001,sigmoid,,,,,,,,
