predict_day,user,window,true_mood,weekday,weekend_day,mood,arousal,valence,activity,screen,communication,social,travel,weather,gsm,amusement,system
2014-04-18,AS14.26,2014-04-16-2014-04-17,7.2,0,1,6.4,0.1,0.0,0.08370555496209785,0.05572566551742732,0.015869762731481475,0.029354814814814816,0.0006242766203703704,0.0,0.14285714285714285,0.0,0.1310062210648148
2014-04-19,AS14.26,2014-04-17-2014-04-18,8.0,0,1,6.6,0.3,0.30000000000000004,0.07919993311973528,0.0958613715334623,0.031695630787037035,0.05114923032407408,0.0006242766203703704,0.0,0.5,0.0,0.03544331597222225
2014-04-20,AS14.26,2014-04-18-2014-04-19,8.0,0,1,7.6,0.8,0.9,0.14633421206996722,0.07900661458985676,0.02454094328703704,0.04546668402777779,0.0,0.0,0.5,0.0,0.09313671296296298
2014-04-21,AS14.26,2014-04-19-2014-04-20,6.4,1,0,8.0,0.8,1.0,0.12432581649251054,0.05971985532591739,0.011169230324074075,0.04277005787037037,0.0,0.0,0.0,0.0003719849537037037,0.06909460069444444
2014-04-22,AS14.26,2014-04-20-2014-04-21,7.25,1,0,7.2,0.19999999999999998,0.5,0.06342417890390797,0.08592045138969465,0.017267546296296298,0.05951822916666667,0.0,0.0,0.0,0.001474664351851852,0.00725439236111111
2014-04-23,AS14.26,2014-04-21-2014-04-22,6.2,1,0,6.825,0.15,0.5,0.100603521775942,0.08854972802378515,0.02746243055555556,0.039858750000000005,0.0,3.598958333333332e-05,0.0,0.0011026793981481482,0.04300748263888893
2014-04-24,AS14.26,2014-04-22-2014-04-23,5.8,1,0,6.725,0.35,0.6,0.10165856596876037,0.08192305557015872,0.02365708912037037,0.033852569444444446,0.0,0.00010672453703703702,0.14285714285714285,6.427662037037038e-05,0.046799103009259296
2014-04-25,AS14.26,2014-04-23-2014-04-24,6.6,0,1,6.0,0.1,-0.1,0.08648177491335515,0.08117043403563681,0.029726313657407397,0.034515491898148155,0.0,0.00028634837962962967,0.2857142857142857,0.00044891203703703705,0.05105115740740743
2014-04-26,AS14.26,2014-04-24-2014-04-25,8.0,0,1,6.199999999999999,0.1,0.0,0.09359244987604477,0.09953938079652966,0.04605131365740741,0.03629750000000001,0.000794207175925926,0.0008163483796296297,0.21428571428571427,0.000641383101851852,0.08655674189814819
2014-04-27,AS14.26,2014-04-25-2014-04-26,7.8,0,1,7.3,0.6,0.7,0.19721766853194372,0.09114775463386815,0.04373066550925926,0.031999328703703714,0.0014810474537037036,0.0006007349537037037,0.2857142857142857,0.0005798379629629629,0.0489756539351852
2014-05-02,AS14.26,2014-04-30-2014-05-01,7.2,0,1,6.5,-0.1,0.30000000000000004,0.10042600373482727,0.07576892939292723,0.0306229513888889,0.023214027777777778,0.0,0.0,0.35714285714285715,0.00021745949074074072,0.023248709490740732
2014-05-03,AS14.26,2014-05-01-2014-05-02,7.8,0,1,7.0,0.1,0.6000000000000001,0.1299264875158994,0.05949811342965673,0.016297164351851853,0.022859629629629633,0.0004190625,6.988425925925925e-05,0.35714285714285715,0.001775578703703704,0.021304305555555545
2014-05-04,AS14.26,2014-05-02-2014-05-03,7.4,0,1,7.5,0.1,0.8,0.09474311370272887,0.05008348959601587,0.01603156828703704,0.03282942708333334,0.0004190625,6.988425925925925e-05,0.21428571428571427,0.0020681944444444446,0.01127727430555555
2014-05-05,AS14.26,2014-05-03-2014-05-04,6.5,1,0,7.6,-0.1,0.6000000000000001,0.031987634082741426,0.04821517361672939,0.008516064814814815,0.04037505787037038,0.0,0.0,0.21428571428571427,0.0007414293981481482,0.009455792824074072
